sim,method,l1
1320,MAH,0.5612903225806452
1320,PSC,0.6516129032258065
1320,GEN,0.596026180458158
1320,CEM,0.33818027210884355
1321,RAW,0.605228237791932
1321,MAH,0.5159235668789809
1321,PSC,0.605095541401274
1321,GEN,0.5602385147038894
1321,CEM,0.3438818565400844
1322,RAW,0.6418209667973149
1322,MAH,0.543046357615894
1322,PSC,0.6423841059602649
1322,GEN,0.5916419273806806
1322,CEM,0.40587328287075974
1323,RAW,0.6380855986119144
1323,MAH,0.5037593984962405
1323,PSC,0.6090225563909775
1323,GEN,0.5304308067465963
1323,CEM,0.37790697674418605
1324,RAW,0.6769091835317
1324,MAH,0.5944055944055944
1324,PSC,0.6643356643356644
1324,GEN,0.6500254712175242
1324,CEM,0.44163312248418635
1325,RAW,0.6492585878306141
1325,MAH,0.528169014084507
1325,PSC,0.5915492957746479
1325,GEN,0.5478873239436619
1325,CEM,0.3869286287089014
1326,RAW,0.6523300153518546
1326,MAH,0.5118110236220472
1326,PSC,0.5905511811023622
1326,GEN,0.5668158386676486
1326,CEM,0.3902539918921155
1327,RAW,0.6397860962566845
1327,MAH,0.5352941176470588
1327,PSC,0.6176470588235294
1327,GEN,0.5646284829721362
1327,CEM,0.3858503401360544
1328,RAW,0.623791145417443
1328,MAH,0.5192307692307692
1328,PSC,0.6346153846153846
1328,GEN,0.5235849056603774
1328,CEM,0.36285861789217494
1329,RAW,0.6532366371206016
1329,MAH,0.5947712418300654
1329,PSC,0.6209150326797386
1329,GEN,0.6121336059986366
1329,CEM,0.3912137006701415
1330,RAW,0.5919328419328419
1330,MAH,0.49324324324324326
1330,PSC,0.5540540540540541
1330,GEN,0.5195860417379404
1330,CEM,0.31313355530891607
1331,RAW,0.6216627634660421
1331,MAH,0.45
1331,PSC,0.5571428571428572
1331,GEN,0.5050420168067227
1331,CEM,0.3987754827423804
1332,RAW,0.6448587570621469
1332,MAH,0.56
1332,PSC,0.5933333333333334
1332,GEN,0.5891127098321344
1332,CEM,0.3355263157894737
1333,RAW,0.6401149425287357
1333,MAH,0.5103448275862069
1333,PSC,0.6482758620689655
1333,GEN,0.518499874150516
1333,CEM,0.3589984350547731
1334,RAW,0.619768005998324
1334,MAH,0.5316455696202531
1334,PSC,0.6265822784810127
1334,GEN,0.5236617853892612
1334,CEM,0.3684210526315789
1335,RAW,0.615560540088842
1335,MAH,0.5660377358490566
1335,PSC,0.6226415094339623
1335,GEN,0.6246801127738018
1335,CEM,0.3522727272727273
1336,RAW,0.650459603289792
1336,MAH,0.5660377358490566
1336,PSC,0.5911949685534592
1336,GEN,0.5946255002858777
1336,CEM,0.3758169934640523
1337,RAW,0.6802586671456798
1337,MAH,0.5789473684210527
1337,PSC,0.631578947368421
1337,GEN,0.5973346828609987
1337,CEM,0.4238253440911248
1338,RAW,0.6171094533874274
1338,MAH,0.5617283950617283
1338,PSC,0.5987654320987654
1338,GEN,0.5704191033138402
1338,CEM,0.3756432246998285
1339,RAW,0.6537303755846802
1339,MAH,0.5384615384615384
1339,PSC,0.6643356643356644
1339,GEN,0.5726952785776316
1339,CEM,0.4025182134938233
1340,RAW,0.619768005998324
1340,MAH,0.5189873417721519
1340,PSC,0.5822784810126582
1340,GEN,0.5449973989942778
1340,CEM,0.33799273133911095
1341,RAW,0.5927564217711514
1341,MAH,0.48684210526315785
1341,PSC,0.5197368421052632
1341,GEN,0.5154109589041096
1341,CEM,0.33835313622547664
1342,RAW,0.6771751412429379
1342,MAH,0.5866666666666667
1342,PSC,0.68
1342,GEN,0.6
1342,CEM,0.4537286612758311
1343,RAW,0.6395111554507528
1343,MAH,0.5369127516778524
1343,PSC,0.6174496644295302
1343,GEN,0.5635098185433756
1343,CEM,0.3436853002070393
1344,RAW,0.6798731070254249
1344,MAH,0.5244755244755245
1344,PSC,0.6223776223776224
1344,GEN,0.5356143856143856
1344,CEM,0.4204332253112741
1345,RAW,0.6518087855297158
1345,MAH,0.5416666666666666
1345,PSC,0.6388888888888888
1345,GEN,0.5664954337899543
1345,CEM,0.4141116834273567
1346,RAW,0.6610070257611241
1346,MAH,0.5142857142857142
1346,PSC,0.6142857142857143
1346,GEN,0.5300405268490375
1346,CEM,0.4283620629492637
1347,RAW,0.6191997160855293
1347,MAH,0.5064102564102564
1347,PSC,0.5705128205128205
1347,GEN,0.5269804822043628
1347,CEM,0.35175438596491226
1348,RAW,0.629995044375366
1348,MAH,0.5364238410596026
1348,PSC,0.6291390728476821
1348,GEN,0.5827814569536424
1348,CEM,0.38913234005258546
1349,RAW,0.6436158192090395
1349,MAH,0.5666666666666667
1349,PSC,0.6266666666666667
1349,GEN,0.5698550724637681
1349,CEM,0.33870509052990805
1350,RAW,0.62805119408893
1350,MAH,0.5031446540880503
1350,PSC,0.559748427672956
1350,GEN,0.512963214334193
1350,CEM,0.3395096519656193
1351,RAW,0.6129003637654157
1351,MAH,0.5384615384615384
1351,PSC,0.5961538461538461
1351,GEN,0.6136865342163356
1351,CEM,0.32430011198208286
1352,RAW,0.6029189956525597
1352,MAH,0.5256410256410257
1352,PSC,0.5961538461538461
1352,GEN,0.5512820512820512
1352,CEM,0.3298368298368298
1353,RAW,0.6745762711864407
1353,MAH,0.5733333333333334
1353,PSC,0.66
1353,GEN,0.5754929577464789
1353,CEM,0.39540910773787485
1354,RAW,0.6195079488706647
1354,MAH,0.5
1354,PSC,0.5890410958904109
1354,GEN,0.5038846861582499
1354,CEM,0.31417689377909436
1355,RAW,0.6291973791973792
1355,MAH,0.4864864864864865
1355,PSC,0.5675675675675675
1355,GEN,0.5286141846544531
1355,CEM,0.3532724505327245
1356,RAW,0.6280180300798858
1356,MAH,0.5454545454545455
1356,PSC,0.5909090909090909
1356,GEN,0.5613769791851984
1356,CEM,0.3855614584091405
1357,RAW,0.6367624675440953
1357,MAH,0.5751633986928105
1357,PSC,0.6405228758169935
1357,GEN,0.6051007815713698
1357,CEM,0.3724148777227334
1358,RAW,0.6681527814745808
1358,MAH,0.5512820512820513
1358,PSC,0.6538461538461539
1358,GEN,0.565330060010911
1358,CEM,0.4410211267605634
1359,RAW,0.6576754385964912
1359,MAH,0.5750000000000001
1359,PSC,0.68125
1359,GEN,0.5915149006622517
1359,CEM,0.37383635472807447
1360,RAW,0.6177001806140879
1360,MAH,0.4965034965034965
1360,PSC,0.5664335664335665
1360,GEN,0.5292549177441264
1360,CEM,0.327479674796748
1361,RAW,0.6513106501171774
1361,MAH,0.5426829268292683
1361,PSC,0.5914634146341464
1361,GEN,0.5586738814408012
1361,CEM,0.405982905982906
1362,RAW,0.6167748917748918
1362,MAH,0.5393939393939394
1362,PSC,0.6363636363636364
1362,GEN,0.554649947753396
1362,CEM,0.3395738203957382
1363,RAW,0.6932159432159433
1363,MAH,0.6148648648648649
1363,PSC,0.722972972972973
1363,GEN,0.6127450980392157
1363,CEM,0.38625954198473283
1364,RAW,0.642695946532419
1364,MAH,0.5548780487804879
1364,PSC,0.5975609756097561
1364,GEN,0.5557368601855033
1364,CEM,0.3951274362818591
1365,RAW,0.6127450980392157
1365,MAH,0.48366013071895425
1365,PSC,0.5620915032679739
1365,GEN,0.5242438060495516
1365,CEM,0.3830876330876331
1366,RAW,0.6932183908045977
1366,MAH,0.5724137931034483
1366,PSC,0.6689655172413793
1366,GEN,0.5708183221821925
1366,CEM,0.46088435374149656
1367,RAW,0.6216043464365612
1367,MAH,0.5238095238095238
1367,PSC,0.6666666666666666
1367,GEN,0.555047619047619
1367,CEM,0.3505701615457713
1368,RAW,0.6701754385964912
1368,MAH,0.6000000000000001
1368,PSC,0.6937500000000001
1368,GEN,0.6
1368,CEM,0.44310909942250665
1369,RAW,0.6831248336438648
1369,MAH,0.6025641025641025
1369,PSC,0.6794871794871795
1369,GEN,0.6217948717948718
1369,CEM,0.46370176586003925
1370,RAW,0.6132096861962634
1370,MAH,0.5234899328859061
1370,PSC,0.5570469798657718
1370,GEN,0.5461131605849149
1370,CEM,0.36023451071221774
1371,RAW,0.630517503805175
1371,MAH,0.5163398692810458
1371,PSC,0.5620915032679739
1371,GEN,0.521310871766547
1371,CEM,0.41211162255466055
1372,RAW,0.6776676931316107
1372,MAH,0.5844155844155845
1372,PSC,0.6818181818181819
1372,GEN,0.6353284396762657
1372,CEM,0.45734735612036226
1373,RAW,0.6387096774193548
1373,MAH,0.5225806451612903
1373,PSC,0.6387096774193548
1373,GEN,0.5471803202599211
1373,CEM,0.37149425287356325
1374,RAW,0.6392883845714035
1374,MAH,0.5345911949685535
1374,PSC,0.5849056603773585
1374,GEN,0.593559748427673
1374,CEM,0.3846938775510204
1375,RAW,0.6511888944884775
1375,MAH,0.5684931506849314
1375,PSC,0.636986301369863
1375,GEN,0.6122992017345028
1375,CEM,0.39319014319014317
1376,RAW,0.6506090808416389
1376,MAH,0.5625
1376,PSC,0.6527777777777778
1376,GEN,0.5959507042253521
1376,CEM,0.39783001808318263
1377,RAW,0.6354321639391467
1377,MAH,0.5597014925373134
1377,PSC,0.6343283582089552
1377,GEN,0.570017559262511
1377,CEM,0.3892857142857143
1378,RAW,0.6549342105263158
1378,MAH,0.5687500000000001
1378,PSC,0.625
1378,GEN,0.5862341772151899
1378,CEM,0.41507864488808227
1379,RAW,0.6317474643286918
1379,MAH,0.5654761904761905
1379,PSC,0.6011904761904762
1379,GEN,0.617296918767507
1379,CEM,0.37720460090623914
1380,RAW,0.6701458206752886
1380,MAH,0.5792682926829269
1380,PSC,0.6463414634146342
1380,GEN,0.6162601626016261
1380,CEM,0.4325674325674326
1381,RAW,0.6086763070077864
1381,MAH,0.4903225806451613
1381,PSC,0.5806451612903226
1381,GEN,0.4932631116962914
1381,CEM,0.3846622032866707
1382,RAW,0.6400718658504125
1382,MAH,0.5448717948717948
1382,PSC,0.5769230769230769
1382,GEN,0.5567978533094812
1382,CEM,0.43213633597078516
1383,RAW,0.7025287356321839
1383,MAH,0.5724137931034483
1383,PSC,0.6689655172413793
1383,GEN,0.5776551724137932
1383,CEM,0.4973552747575669
1384,RAW,0.6467331118493909
1384,MAH,0.5581395348837209
1384,PSC,0.6162790697674418
1384,GEN,0.5601328903654484
1384,CEM,0.402526459542506
1385,RAW,0.6309133489461358
1385,MAH,0.47857142857142854
1385,PSC,0.6
1385,GEN,0.5200442967884829
1385,CEM,0.3460799720621617
1386,RAW,0.6353960840668224
1386,MAH,0.5460526315789473
1386,PSC,0.638157894736842
1386,GEN,0.5652631578947368
1386,CEM,0.40126227208976156
1387,RAW,0.6150922909880565
1387,MAH,0.4782608695652174
1387,PSC,0.6014492753623188
1387,GEN,0.5309143989156501
1387,CEM,0.3744588744588745
1388,RAW,0.6423615803937469
1388,MAH,0.5562913907284768
1388,PSC,0.6225165562913907
1388,GEN,0.5696941028066855
1388,CEM,0.3956813104988831
1389,RAW,0.6696898240522402
1389,MAH,0.5503355704697986
1389,PSC,0.6375838926174496
1389,GEN,0.5969086841570063
1389,CEM,0.3631268721615615
1390,RAW,0.6894213588674577
1390,MAH,0.5821917808219178
1390,PSC,0.6643835616438356
1390,GEN,0.5856925418569254
1390,CEM,0.3895048041389505
1391,RAW,0.6553728070175439
1391,MAH,0.5687500000000001
1391,PSC,0.675
1391,GEN,0.5886968085106383
1391,CEM,0.40621175030599754
1392,RAW,0.6206709956709957
1392,MAH,0.5333333333333333
1392,PSC,0.6181818181818182
1392,GEN,0.5506493506493507
1392,CEM,0.3438238770685579
1393,RAW,0.645416627168452
1393,MAH,0.5328467153284672
1393,PSC,0.5912408759124087
1393,GEN,0.5255474452554745
1393,CEM,0.3448943661971831
1394,RAW,0.6902321784872121
1394,MAH,0.5771812080536912
1394,PSC,0.6711409395973155
1394,GEN,0.6182824670553079
1394,CEM,0.4319890635680109
1395,RAW,0.6333154266272719
1395,MAH,0.5294117647058824
1395,PSC,0.5686274509803921
1395,GEN,0.5782892867291844
1395,CEM,0.3936781609195402
1396,RAW,0.6254575927314426
1396,MAH,0.5316455696202531
1396,PSC,0.6075949367088608
1396,GEN,0.5404895632492246
1396,CEM,0.3920238741182854
1397,RAW,0.6439313281873835
1397,MAH,0.5064102564102564
1397,PSC,0.5897435897435898
1397,GEN,0.5245944531658817
1397,CEM,0.3395666131621188
1398,RAW,0.627024225936002
1398,MAH,0.5421686746987953
1398,PSC,0.5903614457831325
1398,GEN,0.5632310262949609
1398,CEM,0.3952935125056259
1399,RAW,0.6270704628883517
1399,MAH,0.5294117647058824
1399,PSC,0.6209150326797386
1399,GEN,0.5771144278606966
1399,CEM,0.3957632577113004
1400,RAW,0.6599174678033739
1400,MAH,0.5503355704697986
1400,PSC,0.5973154362416108
1400,GEN,0.5436241610738255
1400,CEM,0.45608931519773566
1401,RAW,0.6491728591648974
1401,MAH,0.5796178343949044
1401,PSC,0.6369426751592357
1401,GEN,0.5953202406227884
1401,CEM,0.4025974025974026
1402,RAW,0.6090815538976074
1402,MAH,0.5088757396449705
1402,PSC,0.5443786982248521
1402,GEN,0.50918312456774
1402,CEM,0.35281426486452183
1403,RAW,0.665689283914418
1403,MAH,0.5205479452054794
1403,PSC,0.6575342465753424
1403,GEN,0.5342465753424657
1403,CEM,0.40784313725490196
1404,RAW,0.6410456062291435
1404,MAH,0.5612903225806452
1404,PSC,0.6129032258064516
1404,GEN,0.582168458781362
1404,CEM,0.3546453546453547
1405,RAW,0.6354387952603503
1405,MAH,0.5072463768115942
1405,PSC,0.6304347826086957
1405,GEN,0.5405797101449276
1405,CEM,0.3550079491255962
1406,RAW,0.6377956458362722
1406,MAH,0.5323741007194245
1406,PSC,0.6330935251798562
1406,GEN,0.5625899280575539
1406,CEM,0.3823711021920346
1407,RAW,0.6765350877192983
1407,MAH,0.59375
1407,PSC,0.6062500000000001
1407,GEN,0.5766359060402685
1407,CEM,0.45925014475969894
1408,RAW,0.642784888067907
1408,MAH,0.5408805031446541
1408,PSC,0.6477987421383649
1408,GEN,0.6308840189069885
1408,CEM,0.38971014492753625
1409,RAW,0.6476062696992929
1409,MAH,0.5697674418604651
1409,PSC,0.6569767441860465
1409,GEN,0.584140826873385
1409,CEM,0.35440906307409675
1410,RAW,0.6232572458987553
1410,MAH,0.5660377358490566
1410,PSC,0.628930817610063
1410,GEN,0.5794183445190156
1410,CEM,0.33724202626641653
1411,RAW,0.6264057681842917
1411,MAH,0.5100671140939597
1411,PSC,0.6040268456375839
1411,GEN,0.5160889951273329
1411,CEM,0.402631079628107
1412,RAW,0.6162763466042155
1412,MAH,0.5
1412,PSC,0.6
1412,GEN,0.5422619047619047
1412,CEM,0.33035193466848145
1413,RAW,0.6259644797516322
1413,MAH,0.5170068027210885
1413,PSC,0.6054421768707483
1413,GEN,0.5580261955528479
1413,CEM,0.38843537414965984
1414,RAW,0.6503743315508022
1414,MAH,0.6
1414,PSC,0.6235294117647059
1414,GEN,0.6095860566448802
1414,CEM,0.3546099290780142
1415,RAW,0.6361497326203208
1415,MAH,0.5705882352941176
1415,PSC,0.6294117647058823
1415,GEN,0.5852356836774445
1415,CEM,0.4063079777365492
1416,RAW,0.6557017543859649
1416,MAH,0.58125
1416,PSC,0.64375
1416,GEN,0.5963474025974026
1416,CEM,0.4126506024096386
1417,RAW,0.5974785150285739
1417,MAH,0.49382716049382713
1417,PSC,0.5987654320987654
1417,GEN,0.5044654583661675
1417,CEM,0.34774423451892694
1418,RAW,0.6598867735013468
1418,MAH,0.5510204081632653
1418,PSC,0.6122448979591837
1418,GEN,0.5701530612244897
1418,CEM,0.410643789857273
1419,RAW,0.6257419556388628
1419,MAH,0.525974025974026
1419,PSC,0.5909090909090909
1419,GEN,0.5370728562217923
1419,CEM,0.3858672972597023
1420,RAW,0.6573558469552722
1420,MAH,0.5855263157894737
1420,PSC,0.6578947368421052
1420,GEN,0.5829600597237775
1420,CEM,0.40391334730957373
1421,RAW,0.6436732966567922
1421,MAH,0.525179856115108
1421,PSC,0.60431654676259
1421,GEN,0.5269270298047276
1421,CEM,0.38932926829268294
1422,RAW,0.621062904799929
1422,MAH,0.5448717948717948
1422,PSC,0.6089743589743589
1422,GEN,0.5745882153166921
1422,CEM,0.3584113900337205
1423,RAW,0.7188769414575866
1423,MAH,0.5703703703703704
1423,PSC,0.6888888888888889
1423,GEN,0.6
1423,CEM,0.4726027397260274
1424,RAW,0.692992213570634
1424,MAH,0.5935483870967742
1424,PSC,0.6516129032258065
1424,GEN,0.5951274531919694
1424,CEM,0.46844745954349515
1425,RAW,0.6611494252873563
1425,MAH,0.5586206896551724
1425,PSC,0.6206896551724138
1425,GEN,0.586160610969683
1425,CEM,0.4451734539969834
1426,RAW,0.6324506324506325
1426,MAH,0.5135135135135136
1426,PSC,0.5810810810810811
1426,GEN,0.5287048793760203
1426,CEM,0.32873563218390806
1427,RAW,0.6914648212226067
1427,MAH,0.6025641025641025
1427,PSC,0.6474358974358974
1427,GEN,0.5989409141583054
1427,CEM,0.40930232558139534
1428,RAW,0.6547826507890405
1428,MAH,0.5454545454545454
1428,PSC,0.6439393939393939
1428,GEN,0.5716699367778505
1428,CEM,0.30481460985058106
1429,RAW,0.6353960840668224
1429,MAH,0.5460526315789473
1429,PSC,0.638157894736842
1429,GEN,0.5638335704125178
1429,CEM,0.36919540229885056
1430,RAW,0.62146829810901
1430,MAH,0.5225806451612903
1430,PSC,0.6129032258064516
1430,GEN,0.5476280834914611
1430,CEM,0.3788443616029823
1431,RAW,0.6331034482758621
1431,MAH,0.5586206896551724
1431,PSC,0.6620689655172414
1431,GEN,0.5925247166626477
1431,CEM,0.39653614457831327
1432,RAW,0.6133457282786142
1432,MAH,0.5302013422818792
1432,PSC,0.610738255033557
1432,GEN,0.5550104142559592
1432,CEM,0.3962101636520241
1433,RAW,0.6312053723223393
1433,MAH,0.5433526011560693
1433,PSC,0.6069364161849711
1433,GEN,0.5531791907514451
1433,CEM,0.3641910372396381
1434,RAW,0.5935593220338983
1434,MAH,0.5133333333333333
1434,PSC,0.62
1434,GEN,0.5878587196467991
1434,CEM,0.31156879929886067
1435,RAW,0.6619780608634112
1435,MAH,0.5605095541401274
1435,PSC,0.5732484076433121
1435,GEN,0.5719560601864673
1435,CEM,0.3512916939175932
1436,RAW,0.624561403508772
1436,MAH,0.525
1436,PSC,0.6062500000000001
1436,GEN,0.53125
1436,CEM,0.3782894736842105
1437,RAW,0.6342908938781202
1437,MAH,0.5070422535211268
1437,PSC,0.6056338028169014
1437,GEN,0.5172143974960877
1437,CEM,0.3412751677852349
1438,RAW,0.6123850239668351
1438,MAH,0.5301204819277109
1438,PSC,0.5843373493975904
1438,GEN,0.5363552110540063
1438,CEM,0.3446380122804512
1439,RAW,0.6173563218390805
1439,MAH,0.5103448275862069
1439,PSC,0.5655172413793104
1439,GEN,0.5223599137931034
1439,CEM,0.37777777777777777
1440,RAW,0.6445644149132521
1440,MAH,0.5138888888888888
1440,PSC,0.5625
1440,GEN,0.5559309309309309
1440,CEM,0.3790849673202614
1441,RAW,0.6418868257398668
1441,MAH,0.5063291139240507
1441,PSC,0.5759493670886076
1441,GEN,0.5548972080079001
1441,CEM,0.42004504504504503
1442,RAW,0.6129003637654157
1442,MAH,0.5256410256410257
1442,PSC,0.5448717948717948
1442,GEN,0.5256410256410257
1442,CEM,0.33649496570844883
1443,RAW,0.6754782449892709
1443,MAH,0.5782312925170068
1443,PSC,0.6598639455782312
1443,GEN,0.5765306122448979
1443,CEM,0.4362068965517242
1444,RAW,0.6469868955334072
1444,MAH,0.5416666666666666
1444,PSC,0.6319444444444444
1444,GEN,0.6005389718076285
1444,CEM,0.3940868263473054
1445,RAW,0.6378291359767124
1445,MAH,0.5506329113924051
1445,PSC,0.6392405063291139
1445,GEN,0.5652192136809456
1445,CEM,0.4469716494845361
1446,RAW,0.677299880525687
1446,MAH,0.5555555555555556
1446,PSC,0.6814814814814815
1446,GEN,0.5898363479758829
1446,CEM,0.39856321839080455
1447,RAW,0.6421935728505072
1447,MAH,0.5182481751824818
1447,PSC,0.6131386861313869
1447,GEN,0.558154053015751
1447,CEM,0.4069739670408407
1448,RAW,0.6215930080641529
1448,MAH,0.5099337748344371
1448,PSC,0.609271523178808
1448,GEN,0.6490066225165563
1448,CEM,0.3895582329317269
1449,RAW,0.6345976375046142
1449,MAH,0.5069444444444444
1449,PSC,0.5277777777777778
1449,GEN,0.5183080808080808
1449,CEM,0.4202030721166363
1450,RAW,0.6228313030638611
1450,MAH,0.5208333333333333
1450,PSC,0.625
1450,GEN,0.5579325130499627
1450,CEM,0.35802469135802467
1451,RAW,0.6258303758303758
1451,MAH,0.5337837837837838
1451,PSC,0.5878378378378378
1451,GEN,0.5651581814372512
1451,CEM,0.32624831309041835
1452,RAW,0.6007909604519774
1452,MAH,0.5133333333333334
1452,PSC,0.6000000000000001
1452,GEN,0.5388505747126436
1452,CEM,0.31744368779465687
1453,RAW,0.6553030303030303
1453,MAH,0.5696969696969697
1453,PSC,0.6303030303030303
1453,GEN,0.5622758194186765
1453,CEM,0.3562431113210518
1454,RAW,0.6427915317994926
1454,MAH,0.5465838509316769
1454,PSC,0.6335403726708074
1454,GEN,0.5563503962304562
1454,CEM,0.3839080459770115
1455,RAW,0.6056056056056056
1455,MAH,0.5270270270270271
1455,PSC,0.5608108108108109
1455,GEN,0.5969906076289055
1455,CEM,0.34545454545454546
1456,RAW,0.6289473684210527
1456,MAH,0.53125
1456,PSC,0.5875
1456,GEN,0.5652027027027028
1456,CEM,0.33666666666666667
1457,RAW,0.6386522934965841
1457,MAH,0.5576923076923077
1457,PSC,0.6282051282051282
1457,GEN,0.6031135531135531
1457,CEM,0.35894145950280676
1458,RAW,0.6706475583864119
1458,MAH,0.5477707006369427
1458,PSC,0.624203821656051
1458,GEN,0.5894506369426752
1458,CEM,0.400709219858156
1459,RAW,0.6349425287356322
1459,MAH,0.5172413793103449
1459,PSC,0.593103448275862
1459,GEN,0.5168103448275861
1459,CEM,0.36693548387096775
1460,RAW,0.6532963891454457
1460,MAH,0.5660377358490566
1460,PSC,0.6415094339622642
1460,GEN,0.6141383647798743
1460,CEM,0.4235496233646095
1461,RAW,0.6649096724782628
1461,MAH,0.576158940397351
1461,PSC,0.6291390728476821
1461,GEN,0.6056162380665693
1461,CEM,0.40750000000000003
1462,RAW,0.6383150709538351
1462,MAH,0.5197368421052632
1462,PSC,0.5855263157894737
1462,GEN,0.5381578947368421
1462,CEM,0.3675075214070817
1463,RAW,0.6396344945745288
1463,MAH,0.4852941176470588
1463,PSC,0.5955882352941176
1463,GEN,0.5280234471410942
1463,CEM,0.33846906334067006
1464,RAW,0.6671264367816092
1464,MAH,0.5793103448275863
1464,PSC,0.6482758620689655
1464,GEN,0.5886275405343686
1464,CEM,0.45121951219512196
1465,RAW,0.6218806277334705
1465,MAH,0.5266272189349113
1465,PSC,0.5976331360946745
1465,GEN,0.5285708115578974
1465,CEM,0.3659289067739772
1466,RAW,0.6706509087653326
1466,MAH,0.5882352941176471
1466,PSC,0.6601307189542484
1466,GEN,0.5909340080118068
1466,CEM,0.4381247578457962
1467,RAW,0.6679412736628428
1467,MAH,0.5652173913043478
1467,PSC,0.6811594202898551
1467,GEN,0.6001514168288989
1467,CEM,0.4372706039372706
1468,RAW,0.6500359259924555
1468,MAH,0.5789473684210527
1468,PSC,0.6578947368421052
1468,GEN,0.5966312056737588
1468,CEM,0.4168310322156476
1469,RAW,0.6449312277126846
1469,MAH,0.4405594405594406
1469,PSC,0.5244755244755245
1469,GEN,0.4512516469038208
1469,CEM,0.31277056277056275
1470,RAW,0.675109649122807
1470,MAH,0.55625
1470,PSC,0.6312500000000001
1470,GEN,0.5580035971223022
1470,CEM,0.4563428874734607
1471,RAW,0.656770902053921
1471,MAH,0.5786163522012578
1471,PSC,0.6666666666666667
1471,GEN,0.5776187378009109
1471,CEM,0.4195129195129195
1472,RAW,0.6227708277881289
1472,MAH,0.5448717948717948
1472,PSC,0.6538461538461539
1472,GEN,0.5576923076923077
1472,CEM,0.3323222109875295
1473,RAW,0.6317528177225029
1473,MAH,0.536144578313253
1473,PSC,0.6204819277108434
1473,GEN,0.5903147473615392
1473,CEM,0.37128552971576223
1474,RAW,0.6260964912280702
1474,MAH,0.5437500000000001
1474,PSC,0.6000000000000001
1474,GEN,0.5425304878048781
1474,CEM,0.40134795823972513
1475,RAW,0.6665045947391453
1475,MAH,0.5419847328244275
1475,PSC,0.6946564885496183
1475,GEN,0.5669427751610633
1475,CEM,0.3894240417419225
1476,RAW,0.6589912280701755
1476,MAH,0.55625
1476,PSC,0.58125
1476,GEN,0.5580882352941177
1476,CEM,0.36717630195891066
1477,RAW,0.6293393057110862
1477,MAH,0.524822695035461
1477,PSC,0.5886524822695035
1477,GEN,0.5302189330866481
1477,CEM,0.37951242381622124
1478,RAW,0.6159613166533582
1478,MAH,0.532051282051282
1478,PSC,0.6474358974358975
1478,GEN,0.53602383531961
1478,CEM,0.34104938271604934
1479,RAW,0.6198870056497175
1479,MAH,0.48000000000000004
1479,PSC,0.5800000000000001
1479,GEN,0.4853061224489796
1479,CEM,0.3706449755254823
1480,RAW,0.6421920549971718
1480,MAH,0.5705521472392638
1480,PSC,0.6257668711656442
1480,GEN,0.5753477922751231
1480,CEM,0.3865265169612996
1481,RAW,0.6476425704582544
1481,MAH,0.5316455696202531
1481,PSC,0.6265822784810127
1481,GEN,0.534383696920729
1481,CEM,0.4089512637899735
1482,RAW,0.6275706214689265
1482,MAH,0.54
1482,PSC,0.6266666666666667
1482,GEN,0.5611347517730496
1482,CEM,0.36069326357096143
1483,RAW,0.6061354979140214
1483,MAH,0.4899328859060402
1483,PSC,0.5906040268456376
1483,GEN,0.5134450420018667
1483,CEM,0.35669133518347207
1484,RAW,0.6353786547731676
1484,MAH,0.543046357615894
1484,PSC,0.6291390728476821
1484,GEN,0.5438992574754165
1484,CEM,0.34239973862615375
1485,RAW,0.6721924901013793
1485,MAH,0.5705521472392638
1485,PSC,0.6319018404907976
1485,GEN,0.558880742181655
1485,CEM,0.46204481792717084
1486,RAW,0.5802280188093337
1486,MAH,0.49358974358974356
1486,PSC,0.5641025641025641
1486,GEN,0.526595744680851
1486,CEM,0.28105936616574917
1487,RAW,0.6702339923816434
1487,MAH,0.5503355704697986
1487,PSC,0.6375838926174496
1487,GEN,0.6330261444455574
1487,CEM,0.44312334863023223
1488,RAW,0.6500544168329403
1488,MAH,0.5302013422818792
1488,PSC,0.610738255033557
1488,GEN,0.5453729085924945
1488,CEM,0.4001842751842752
1489,RAW,0.6142174432497013
1489,MAH,0.5111111111111112
1489,PSC,0.5925925925925927
1489,GEN,0.5565302144249512
1489,CEM,0.3738207547169812
1490,RAW,0.6337568139838717
1490,MAH,0.5562913907284768
1490,PSC,0.6026490066225165
1490,GEN,0.5788628081037658
1490,CEM,0.4074656930630744
1491,RAW,0.6436646363971945
1491,MAH,0.5555555555555556
1491,PSC,0.6527777777777778
1491,GEN,0.5820195195195195
1491,CEM,0.36574675324675326
1492,RAW,0.6364955559586433
1492,MAH,0.5100671140939598
1492,PSC,0.5771812080536912
1492,GEN,0.5321255925282771
1492,CEM,0.3919934518937421
1493,RAW,0.6458799925345278
1493,MAH,0.5460992907801419
1493,PSC,0.5815602836879432
1493,GEN,0.573447974351501
1493,CEM,0.38840728768733473
1494,RAW,0.6182022670136286
1494,MAH,0.5506329113924051
1494,PSC,0.620253164556962
1494,GEN,0.5672573839662447
1494,CEM,0.3327922077922078
1495,RAW,0.6315916787614901
1495,MAH,0.5220125786163522
1495,PSC,0.5786163522012578
1495,GEN,0.5573436921938587
1495,CEM,0.39744577076113463
1496,RAW,0.6353924119983564
1496,MAH,0.5442176870748299
1496,PSC,0.6054421768707483
1496,GEN,0.5794723294723295
1496,CEM,0.39857980858289593
1497,RAW,0.6231180845274805
1497,MAH,0.5302013422818792
1497,PSC,0.6308724832214765
