sim,method,common_units_share
1383,MAH(C),0.8051282051282052
1383,GEN(C),0.7868852459016393
1384,CEM(T),0.9466666666666667
1384,CEM(C),0.9854368932038835
1384,PSC(C),0.667910447761194
1384,MAH(C),0.8256410256410256
1384,GEN(C),0.8636363636363636
1385,CEM(T),0.9803921568627451
1385,CEM(C),0.9904761904761905
1385,PSC(C),0.6580882352941176
1385,MAH(C),0.8232323232323232
1385,GEN(C),0.835820895522388
1386,CEM(T),0.972972972972973
1386,CEM(C),0.9901477832512315
1386,PSC(C),0.7181467181467182
1386,MAH(C),0.7927461139896373
1386,GEN(C),0.7121951219512195
1387,CEM(T),0.94375
1387,CEM(C),0.9812206572769953
1387,PSC(C),0.7289377289377289
1387,MAH(C),0.8
1387,GEN(C),0.8092783505154639
1388,CEM(T),0.9548387096774194
1388,CEM(C),0.9726027397260274
1388,PSC(C),0.7428571428571429
1388,MAH(C),0.7990196078431373
1388,GEN(C),0.7727272727272727
1389,CEM(T),0.9375
1389,CEM(C),0.9722222222222222
1389,PSC(C),0.7050359712230215
1389,MAH(C),0.8071065989847716
1389,GEN(C),0.783068783068783
1390,CEM(T),0.9864864864864865
1390,CEM(C),0.9906542056074766
1390,PSC(C),0.6641509433962264
1390,MAH(C),0.8134715025906736
1390,GEN(C),0.8461538461538461
1391,CEM(T),0.961038961038961
1391,CEM(C),0.9761904761904762
1391,PSC(C),0.6573705179282868
1391,MAH(C),0.8072916666666666
1391,GEN(C),0.8201058201058201
1392,CEM(T),0.9668874172185431
1392,CEM(C),0.9851485148514851
1392,PSC(C),0.7433962264150943
1392,MAH(C),0.8291457286432161
1392,GEN(C),0.7128712871287128
1393,CEM(T),0.9554140127388535
1393,CEM(C),0.9861111111111112
1393,PSC(C),0.7142857142857143
1393,MAH(C),0.8080808080808081
1393,GEN(C),0.8298969072164949
1394,CEM(T),0.9551282051282052
1394,CEM(C),0.9855769230769231
1394,PSC(C),0.7099236641221374
1394,MAH(C),0.8112244897959183
1394,GEN(C),0.7309644670050761
1395,CEM(T),0.9743589743589743
1395,CEM(C),0.9859154929577465
1395,PSC(C),0.7099236641221374
1395,MAH(C),0.8274111675126904
1395,GEN(C),0.8349514563106796
1396,CEM(T),0.9411764705882353
1396,CEM(C),0.9764150943396226
1396,PSC(C),0.6886446886446886
1396,MAH(C),0.8121827411167513
1396,GEN(C),0.8
1397,CEM(T),0.9801324503311258
1397,CEM(C),0.9811320754716981
1397,PSC(C),0.6704545454545454
1397,MAH(C),0.8118811881188119
1397,GEN(C),0.81
1398,CEM(T),0.9419354838709677
1398,CEM(C),0.9680365296803652
1398,PSC(C),0.7242647058823529
1398,MAH(C),0.8058252427184466
1398,GEN(C),0.7821782178217822
1399,CEM(T),0.9865771812080537
1399,CEM(C),0.9900990099009901
1399,PSC(C),0.7142857142857143
1399,MAH(C),0.826530612244898
1399,GEN(C),0.6941747572815534
1400,CEM(T),0.9320987654320988
1400,CEM(C),0.9722222222222222
1400,PSC(C),0.7392857142857143
1400,MAH(C),0.7839195979899497
1400,GEN(C),0.8041237113402062
1401,CEM(T),0.9487179487179487
1401,CEM(C),0.9672897196261683
1401,PSC(C),0.722007722007722
1401,MAH(C),0.859375
1401,GEN(C),0.8484848484848485
1402,CEM(T),0.9685534591194969
1402,CEM(C),0.9908256880733946
1402,PSC(C),0.6961538461538461
1402,MAH(C),0.8368421052631579
1402,GEN(C),0.9371980676328503
1403,CEM(T),0.9433962264150944
1403,CEM(C),0.9675925925925926
1403,PSC(C),0.6818181818181818
1403,MAH(C),0.7794117647058824
1403,GEN(C),0.8939393939393939
1404,CEM(T),0.9741935483870968
1404,CEM(C),0.9952380952380953
1404,PSC(C),0.6563706563706564
1404,MAH(C),0.7908163265306123
1404,GEN(C),0.8434343434343434
1405,CEM(T),0.9605263157894737
1405,CEM(C),0.9761904761904762
1405,PSC(C),0.652
1405,MAH(C),0.8226600985221675
1405,GEN(C),0.745
1406,CEM(T),0.9554140127388535
1406,CEM(C),0.9817351598173516
1406,PSC(C),0.6766917293233082
1406,MAH(C),0.8208955223880597
1406,GEN(C),0.7171717171717171
1407,CEM(T),0.9197530864197531
1407,CEM(C),0.96698113207547165
1407,PSC(C),0.6886446886446886
1407,MAH(C),0.8148148148148148
1407,GEN(C),0.7616580310880829
1408,CEM(T),0.9548387096774194
1408,CEM(C),0.9714285714285714
1408,PSC(C),0.684981684981685
1408,MAH(C),0.8082901554404145
1408,GEN(C),0.8229166666666666
1409,CEM(T),0.9675324675324676
1409,CEM(C),0.990521327014218
1409,PSC(C),0.7142857142857143
1409,MAH(C),0.7980295566502463
1409,GEN(C),0.8431372549019608
1410,CEM(T),0.93125
1410,CEM(C),0.9771689497716894
1410,PSC(C),0.7443609022556391
1410,MAH(C),0.7738693467336684
1410,GEN(C),0.6732673267326733
1411,CEM(T),0.9559748427672956
1411,CEM(C),0.9728506787330317
1411,PSC(C),0.6851851851851852
1411,MAH(C),0.7939698492462312
1411,GEN(C),0.7623762376237624
1412,CEM(T),0.9490445859872612
1412,CEM(C),0.9771689497716894
1412,PSC(C),0.706959706959707
1412,MAH(C),0.7978723404255319
1412,GEN(C),0.7929292929292929
1413,CEM(T),0.9483870967741935
1413,CEM(C),0.9675925925925926
1413,PSC(C),0.7142857142857143
1413,MAH(C),0.7938144329896907
1413,GEN(C),0.7487179487179487
1414,CEM(T),0.9554140127388535
1414,CEM(C),0.9769585253456221
1414,PSC(C),0.7383512544802867
1414,MAH(C),0.8009950248756219
1414,GEN(C),0.7839195979899497
1415,CEM(T),0.948051948051948
1415,CEM(C),0.9759615384615384
1415,PSC(C),0.690566037735849
1415,MAH(C),0.8358974358974359
1415,GEN(C),0.8144329896907216
1416,CEM(T),0.9483870967741935
1416,CEM(C),0.9766355140186916
1416,PSC(C),0.7279693486590039
1416,MAH(C),0.85
1416,GEN(C),0.7512953367875648
1417,CEM(T),0.9444444444444444
1417,CEM(C),0.9726027397260274
1417,PSC(C),0.7290836653386454
1417,MAH(C),0.8341968911917098
1417,GEN(C),0.8413461538461539
1418,CEM(T),0.95625
1418,CEM(C),0.9764150943396226
1418,PSC(C),0.758364312267658
1418,MAH(C),0.8140703517587939
1418,GEN(C),0.6798029556650246
1419,CEM(T),0.9556962025316456
1419,CEM(C),0.9716981132075472
1419,PSC(C),0.6879699248120301
1419,MAH(C),0.8040201005025126
1419,GEN(C),0.7602040816326531
1420,CEM(T),0.9681528662420382
1420,CEM(C),0.9757281553398058
1420,PSC(C),0.7464285714285714
1420,MAH(C),0.8061224489795918
1420,GEN(C),0.8787878787878788
1421,CEM(T),0.9533333333333334
1421,CEM(C),0.9707317073170731
1421,PSC(C),0.6931818181818182
1421,MAH(C),0.7948717948717948
1421,GEN(C),0.66
1422,CEM(T),0.954248366013072
1422,CEM(C),0.9852941176470589
1422,PSC(C),0.7285714285714285
1422,MAH(C),0.8048780487804879
1422,GEN(C),0.7611940298507462
1423,CEM(T),0.9551282051282052
1423,CEM(C),0.9814814814814815
1423,PSC(C),0.6937984496124031
1423,MAH(C),0.803030303030303
1423,GEN(C),0.7755102040816326
1424,CEM(T),0.93125
1424,CEM(C),0.9672897196261683
1424,PSC(C),0.7571428571428571
1424,MAH(C),0.7853403141361257
1424,GEN(C),0.8535353535353535
1425,CEM(T),0.9363057324840764
1425,CEM(C),0.96698113207547165
1425,PSC(C),0.7279411764705882
1425,MAH(C),0.7970297029702971
1425,GEN(C),0.859375
1426,CEM(T),0.954248366013072
1426,CEM(C),0.9722222222222222
1426,PSC(C),0.6911196911196911
1426,MAH(C),0.806930693069307
1426,GEN(C),0.803030303030303
1427,CEM(T),0.9483870967741935
1427,CEM(C),0.9660194174757282
1427,PSC(C),0.7321428571428571
1427,MAH(C),0.8112244897959183
1427,GEN(C),0.841025641025641
1428,CEM(T),0.9551282051282052
1428,CEM(C),0.9760765550239234
1428,PSC(C),0.6884615384615385
1428,MAH(C),0.8071065989847716
1428,GEN(C),0.75
1429,CEM(T),0.9741935483870968
1429,CEM(C),0.9904306220095693
1429,PSC(C),0.7185185185185186
1429,MAH(C),0.798941798941799
1429,GEN(C),0.635
1430,CEM(T),0.9367088607594937
1430,CEM(C),0.9714285714285714
1430,PSC(C),0.7428571428571429
1430,MAH(C),0.8167539267015707
1430,GEN(C),0.8865979381443299
1431,CEM(T),0.9727891156462585
1431,CEM(C),0.9806763285024155
1431,PSC(C),0.6845878136200717
1431,MAH(C),0.8190954773869347
1431,GEN(C),0.8507462686567164
1432,CEM(T),0.9363057324840764
1432,CEM(C),0.9711538461538461
1432,PSC(C),0.7106227106227107
1432,MAH(C),0.8092783505154639
1432,GEN(C),0.7429906542056075
1433,CEM(T),0.9245283018867925
1433,CEM(C),0.9626168224299065
1433,PSC(C),0.7148148148148148
1433,MAH(C),0.8092783505154639
1433,GEN(C),0.7448979591836735
1434,CEM(T),0.937888198757764
1434,CEM(C),0.9768518518518519
1434,PSC(C),0.6776859504132231
1434,MAH(C),0.8342245989304813
1434,GEN(C),0.8514851485148515
1435,CEM(T),0.9605263157894737
1435,CEM(C),0.9906103286384976
1435,PSC(C),0.684981684981685
1435,MAH(C),0.8267326732673267
1435,GEN(C),0.7614213197969543
1436,CEM(T),0.9483870967741935
1436,CEM(C),0.9719626168224299
1436,PSC(C),0.7210144927536232
1436,MAH(C),0.8
1436,GEN(C),0.7853658536585366
1437,CEM(T),0.9320987654320988
1437,CEM(C),0.971830985915493
1437,PSC(C),0.7222222222222222
1437,MAH(C),0.8121827411167513
1437,GEN(C),0.8097560975609757
1438,CEM(T),0.9683544303797469
1438,CEM(C),0.9807692307692307
1438,PSC(C),0.6541353383458647
1438,MAH(C),0.8315789473684211
1438,GEN(C),0.7772020725388601
1439,CEM(T),0.9724137931034482
1439,CEM(C),0.9853658536585366
1439,PSC(C),0.71698113207547165
1439,MAH(C),0.8177339901477833
1439,GEN(C),0.7264150943396226
1440,CEM(T),0.9607843137254902
1440,CEM(C),0.9855769230769231
1440,PSC(C),0.6954887218045113
1440,MAH(C),0.7938144329896907
1440,GEN(C),0.8226600985221675
1441,CEM(T),0.9617834394904459
1441,CEM(C),0.9812206572769953
1441,PSC(C),0.6962962962962963
1441,MAH(C),0.7815533980582524
1441,GEN(C),0.7589743589743589
1442,CEM(T),0.9735099337748344
1442,CEM(C),0.9804878048780488
1442,PSC(C),0.7032967032967034
1442,MAH(C),0.7760416666666666
1442,GEN(C),0.8601036269430051
1443,CEM(T),0.9506172839506173
1443,CEM(C),0.9723502304147466
1443,PSC(C),0.75
1443,MAH(C),0.8481675392670157
1443,GEN(C),0.7736842105263158
1444,CEM(T),0.9745222929936306
1444,CEM(C),0.990521327014218
1444,PSC(C),0.7283018867924528
1444,MAH(C),0.8341968911917098
1444,GEN(C),0.7755102040816326
1445,CEM(T),0.967948717948718
1445,CEM(C),0.9864253393665159
1445,PSC(C),0.7137404580152672
1445,MAH(C),0.8256410256410256
1445,GEN(C),0.868020304568528
1446,CEM(T),0.9805194805194806
1446,CEM(C),0.9854368932038835
1446,PSC(C),0.6923076923076923
1446,MAH(C),0.77
1446,GEN(C),0.9095477386934674
1447,CEM(T),0.9367088607594937
1447,CEM(C),0.9629629629629629
1447,PSC(C),0.706959706959707
1447,MAH(C),0.8267326732673267
1447,GEN(C),0.7920792079207921
1448,CEM(T),0.9545454545454546
1448,CEM(C),0.9629629629629629
1448,PSC(C),0.7071428571428572
1448,MAH(C),0.7980295566502463
1448,GEN(C),0.7596153846153846
1449,CEM(T),0.9325153374233128
1449,CEM(C),0.9724770642201835
1449,PSC(C),0.7290076335877863
1449,MAH(C),0.824468085106383
1449,GEN(C),0.845360824742268
1450,CEM(T),0.94375
1450,CEM(C),0.9769585253456221
1450,PSC(C),0.6934865900383141
1450,MAH(C),0.8232323232323232
1450,GEN(C),0.7185929648241206
1451,CEM(T),0.937888198757764
1451,CEM(C),0.9719626168224299
1451,PSC(C),0.6983471074380165
1451,MAH(C),0.8307692307692308
1451,GEN(C),0.8781725888324873
1452,CEM(T),0.9612903225806452
1452,CEM(C),0.9815668202764977
1452,PSC(C),0.6951672862453532
1452,MAH(C),0.8092783505154639
1452,GEN(C),0.6403940886699507
1453,CEM(T),0.9536423841059603
1453,CEM(C),0.9707317073170731
1453,PSC(C),0.7132352941176471
1453,MAH(C),0.7806122448979592
1453,GEN(C),0.817258883248731
1454,CEM(T),0.9612903225806452
1454,CEM(C),0.9809523809523809
1454,PSC(C),0.6928571428571428
1454,MAH(C),0.7941176470588235
1454,GEN(C),0.7451923076923077
1455,CEM(T),0.967948717948718
1455,CEM(C),0.9907834101382489
1455,PSC(C),0.7255639097744361
1455,MAH(C),0.817258883248731
1455,GEN(C),0.864321608040201
1456,CEM(T),0.9483870967741935
1456,CEM(C),0.9760765550239234
1456,PSC(C),0.6947791164658634
1456,MAH(C),0.8097560975609757
1456,GEN(C),0.795
1457,CEM(T),0.9294871794871795
1457,CEM(C),0.9569377990430622
1457,PSC(C),0.706959706959707
1457,MAH(C),0.7989690721649485
1457,GEN(C),0.8082901554404145
1458,CEM(T),0.9367088607594937
1458,CEM(C),0.9769585253456221
1458,PSC(C),0.7214285714285714
1458,MAH(C),0.797979797979798
1458,GEN(C),0.8613861386138614
1459,CEM(T),0.954248366013072
1459,CEM(C),0.9716981132075472
1459,PSC(C),0.6704119850187266
1459,MAH(C),0.825
1459,GEN(C),0.8695652173913043
1460,CEM(T),0.948051948051948
1460,CEM(C),0.9767441860465116
1460,PSC(C),0.7014388489208633
1460,MAH(C),0.7857142857142857
1460,GEN(C),0.7846153846153846
1461,CEM(T),0.9423076923076923
1461,CEM(C),0.9765258215962441
1461,PSC(C),0.6272401433691757
1461,MAH(C),0.8223350253807107
1461,GEN(C),0.7910447761194029
1462,CEM(T),0.949685534591195
1462,CEM(C),0.9681818181818181
1462,PSC(C),0.714828897338403
1462,MAH(C),0.8219895287958116
1462,GEN(C),0.8333333333333334
1463,CEM(T),0.9738562091503268
1463,CEM(C),0.9806763285024155
1463,PSC(C),0.6977611940298507
1463,MAH(C),0.8144329896907216
1463,GEN(C),0.7801047120418848
1464,CEM(T),0.9487179487179487
1464,CEM(C),0.9716981132075472
1464,PSC(C),0.6964285714285714
1464,MAH(C),0.8061224489795918
1464,GEN(C),0.6852791878172588
1465,CEM(T),0.9671052631578947
1465,CEM(C),0.9814814814814815
1465,PSC(C),0.7204301075268817
1465,MAH(C),0.8307692307692308
1465,GEN(C),0.7676767676767676
1466,CEM(T),0.9607843137254902
1466,CEM(C),0.9862385321100917
1466,PSC(C),0.6908396946564885
1466,MAH(C),0.8274111675126904
1466,GEN(C),0.817258883248731
1467,CEM(T),0.9316770186335404
1467,CEM(C),0.967741935483871
1467,PSC(C),0.696969696969697
1467,MAH(C),0.7910447761194029
1467,GEN(C),0.7286432160804021
1468,CEM(T),0.967948717948718
1468,CEM(C),0.9813953488372092
1468,PSC(C),0.71698113207547165
1468,MAH(C),0.8402061855670103
1468,GEN(C),0.885
1469,CEM(T),0.9673202614379085
1469,CEM(C),0.981042654028436
1469,PSC(C),0.7357142857142858
1469,MAH(C),0.7731958762886598
1469,GEN(C),0.8622448979591837
1470,CEM(T),0.9602649006622517
1470,CEM(C),0.9666666666666667
1470,PSC(C),0.7086330935251799
1470,MAH(C),0.8484848484848485
1470,GEN(C),0.6424870466321243
1471,CEM(T),0.9477124183006536
1471,CEM(C),0.9674418604651163
1471,PSC(C),0.6889763779527559
1471,MAH(C),0.8041237113402062
1471,GEN(C),0.8402061855670103
1472,CEM(T),0.9473684210526315
1472,CEM(C),0.9705882352941176
1472,PSC(C),0.6554307116104869
1472,MAH(C),0.8115183246073299
1472,GEN(C),0.6598984771573604
1473,CEM(T),0.95625
1473,CEM(C),0.9764150943396226
1473,PSC(C),0.6653846153846154
1473,MAH(C),0.8473684210526315
1473,GEN(C),0.8402061855670103
1474,CEM(T),0.95625
1474,CEM(C),0.9813953488372092
1474,PSC(C),0.6875
1474,MAH(C),0.7938144329896907
1474,GEN(C),0.883248730964467
1475,CEM(T),0.9506172839506173
1475,CEM(C),0.9807692307692307
1475,PSC(C),0.7071428571428572
1475,MAH(C),0.8205128205128205
1475,GEN(C),0.7371134020618557
1476,CEM(T),0.9430379746835443
1476,CEM(C),0.9807692307692307
1476,PSC(C),0.6692015209125475
1476,MAH(C),0.8031088082901554
1476,GEN(C),0.715
1477,CEM(T),0.935064935064935
1477,CEM(C),0.96698113207547165
1477,PSC(C),0.6914498141263941
1477,MAH(C),0.8307692307692308
1477,GEN(C),0.725
1478,CEM(T),0.9470198675496688
1478,CEM(C),0.9712918660287081
1478,PSC(C),0.7035714285714286
1478,MAH(C),0.8229166666666666
1478,GEN(C),0.7368421052631579
1479,CEM(T),0.9741935483870968
1479,CEM(C),0.9904761904761905
1479,PSC(C),0.7168458781362007
1479,MAH(C),0.8010471204188482
1479,GEN(C),0.8481675392670157
1480,CEM(T),0.9423076923076923
1480,CEM(C),0.9768518518518519
1480,PSC(C),0.6785714285714286
1480,MAH(C),0.8131313131313131
1480,GEN(C),0.9067357512953368
1481,CEM(T),0.9493670886075949
1481,CEM(C),0.9768518518518519
1481,PSC(C),0.7037037037037037
1481,MAH(C),0.8061224489795918
1481,GEN(C),0.8477157360406091
1482,CEM(T),0.954248366013072
1482,CEM(C),0.971830985915493
1482,PSC(C),0.7435897435897436
1482,MAH(C),0.7938144329896907
1482,GEN(C),0.7424242424242424
1483,CEM(T),0.9419354838709677
1483,CEM(C),0.9758454106280193
1483,PSC(C),0.6964285714285714
1483,MAH(C),0.8010204081632653
1483,GEN(C),0.775609756097561
1484,CEM(T),0.9615384615384616
1484,CEM(C),0.9812206572769953
1484,PSC(C),0.7107142857142857
1484,MAH(C),0.8421052631578947
1484,GEN(C),0.801980198019802
1485,CEM(T),0.9554140127388535
1485,CEM(C),0.9813084112149533
1485,PSC(C),0.7436823104693141
1485,MAH(C),0.8241206030150754
1485,GEN(C),0.8140703517587939
1486,CEM(T),0.9466666666666667
1486,CEM(C),0.9802955665024631
1486,PSC(C),0.7245283018867924
1486,MAH(C),0.8167539267015707
1486,GEN(C),0.7864583333333334
1487,CEM(T),0.9419354838709677
1487,CEM(C),0.9663461538461539
1487,PSC(C),0.7620817843866171
1487,MAH(C),0.8134715025906736
1487,GEN(C),0.7801047120418848
1488,CEM(T),0.9559748427672956
1488,CEM(C),0.9766355140186916
1488,PSC(C),0.7266187050359713
1488,MAH(C),0.8520408163265306
1488,GEN(C),0.845360824742268
1489,CEM(T),0.9551282051282052
1489,CEM(C),0.9766355140186916
1489,PSC(C),0.6929460580912863
1489,MAH(C),0.82
1489,GEN(C),0.8298969072164949
1490,CEM(T),0.950920245398773
1490,CEM(C),0.9723502304147466
1490,PSC(C),0.6920289855072463
1490,MAH(C),0.7715736040609137
1490,GEN(C),0.7451923076923077
1491,CEM(T),0.9659863945578231
1491,CEM(C),0.9856459330143541
1491,PSC(C),0.6806083650190115
1491,MAH(C),0.7927461139896373
1491,GEN(C),0.9040404040404041
1492,CEM(T),0.9681528662420382
1492,CEM(C),0.9811320754716981
1492,PSC(C),0.7100371747211895
1492,MAH(C),0.79
1492,GEN(C),0.916256157635468
1493,CEM(T),0.949685534591195
1493,CEM(C),0.9724770642201835
1493,PSC(C),0.7427536231884058
1493,MAH(C),0.8300970873786407
1493,GEN(C),0.7761194029850746
1494,CEM(T),0.9801324503311258
1494,CEM(C),0.9855769230769231
1494,PSC(C),0.7269372693726938
1494,MAH(C),0.8186528497409327
1494,GEN(C),0.8325123152709359
1495,CEM(T),0.9668874172185431
1495,CEM(C),0.9758454106280193
1495,PSC(C),0.7
1495,MAH(C),0.7889447236180904
1495,GEN(C),0.7661691542288557
1496,CEM(T),0.961038961038961
1496,CEM(C),0.986046511627907
1496,PSC(C),0.6946564885496184
1496,MAH(C),0.8366336633663366
1496,GEN(C),0.8762376237623762
1497,CEM(T),0.9487179487179487
1497,CEM(C),0.9764150943396226
1497,PSC(C),0.7246376811594203
1497,MAH(C),0.8315789473684211
1497,GEN(C),0.7061611374407583
1498,CEM(T),0.9602649006622517
1498,CEM(C),0.9854368932038835
1498,PSC(C),0.7345454545454545
1498,MAH(C),0.8260869565217391
1498,GEN(C),0.9183673469387755
1499,CEM(T),0.9333333333333333
1499,CEM(C),0.9716981132075472
1499,PSC(C),0.7072243346007605
1499,MAH(C),0.7989690721649485
1499,GEN(C),0.7860696517412935
1500,CEM(T),0.950920245398773
1500,CEM(C),0.9716981132075472
1500,PSC(C),0.6961538461538461
1500,MAH(C),0.8042328042328042
1500,GEN(C),0.6894736842105263
1501,CEM(T),0.9668874172185431
1501,CEM(C),0.9899497487437185
1501,PSC(C),0.6867924528301886
1501,MAH(C),0.835820895522388
1501,GEN(C),0.7942583732057417
1502,CEM(T),0.9503105590062112
1502,CEM(C),0.9813953488372092
1502,PSC(C),0.6897810218978102
1502,MAH(C),0.803030303030303
1502,GEN(C),0.7142857142857143
1503,CEM(T),0.9490445859872612
1503,CEM(C),0.9765258215962441
1503,PSC(C),0.7178571428571429
1503,MAH(C),0.82
1503,GEN(C),0.8275862068965517
1504,CEM(T),0.9493670886075949
1504,CEM(C),0.9760765550239234
1504,PSC(C),0.6867469879518072
1504,MAH(C),0.8109452736318408
1504,GEN(C),0.7788461538461539
1505,CEM(T),0.9308176100628931
1505,CEM(C),0.9722222222222222
1505,PSC(C),0.6928571428571428
1505,MAH(C),0.795
1505,GEN(C),0.7922705314009661
1506,CEM(T),0.9738562091503268
1506,CEM(C),0.9902912621359223
1506,PSC(C),0.6823104693140795
1506,MAH(C),0.7843137254901961
1506,GEN(C),0.7564766839378239
1507,CEM(T),0.9551282051282052
1507,CEM(C),0.9722222222222222
1507,PSC(C),0.7320754716981132
1507,MAH(C),0.8308457711442786
1507,GEN(C),0.7487437185929648
1508,CEM(T),0.93125
1508,CEM(C),0.9724770642201835
1508,PSC(C),0.7265625
1508,MAH(C),0.7960199004975125
1508,GEN(C),0.8090452261306532
1509,CEM(T),0.9736842105263158
1509,CEM(C),0.9951690821256038
1509,PSC(C),0.6856060606060606
1509,MAH(C),0.7536945812807881
1509,GEN(C),0.69377990430622
1510,CEM(T),0.9415584415584416
1510,CEM(C),0.9715639810426541
1510,PSC(C),0.6886446886446886
1510,MAH(C),0.7835051546391752
1510,GEN(C),0.7989690721649485
1511,CEM(T),0.9602649006622517
1511,CEM(C),0.9857142857142858
1511,PSC(C),0.725925925925926
1511,MAH(C),0.815
1511,GEN(C),0.8190954773869347
1512,CEM(T),0.9554140127388535
1512,CEM(C),0.976303317535545
1512,PSC(C),0.7089552238805971
1512,MAH(C),0.8217821782178217
1512,GEN(C),0.9076923076923077
1513,CEM(T),0.9444444444444444
1513,CEM(C),0.9723502304147466
1513,PSC(C),0.7321428571428571
1513,MAH(C),0.8148148148148148
1513,GEN(C),0.9261083743842364
1514,CEM(T),0.948051948051948
1514,CEM(C),0.9854368932038835
1514,PSC(C),0.6923076923076923
1514,MAH(C),0.8020304568527918
1514,GEN(C),0.8375634517766497
1515,CEM(T),0.949685534591195
1515,CEM(C),0.9752475247524752
1515,PSC(C),0.725
1515,MAH(C),0.8090452261306532
1515,GEN(C),0.8431372549019608
1516,CEM(T),0.9423076923076923
1516,CEM(C),0.9759615384615384
1516,PSC(C),0.6813186813186813
1516,MAH(C),0.8195876288659794
1516,GEN(C),0.7680412371134021
1517,CEM(T),0.9433962264150944
1517,CEM(C),0.9674418604651163
1517,PSC(C),0.7107142857142857
1517,MAH(C),0.8009950248756219
1517,GEN(C),0.8282828282828283
1518,CEM(T),0.9556962025316456
1518,CEM(C),0.9803921568627451
1518,PSC(C),0.6521739130434783
1518,MAH(C),0.8219895287958116
1518,GEN(C),0.8787878787878788
1519,CEM(T),0.9798657718120806
1519,CEM(C),0.990521327014218
1519,PSC(C),0.663003663003663
1519,MAH(C),0.7857142857142857
1519,GEN(C),0.7658536585365854
1520,CEM(T),0.9738562091503268
1520,CEM(C),0.9863013698630136
1520,PSC(C),0.7563636363636363
1520,MAH(C),0.8497409326424871
1520,GEN(C),0.7755102040816326
1521,CEM(T),0.9294871794871795
1521,CEM(C),0.96698113207547165
1521,PSC(C),0.7094339622641509
1521,MAH(C),0.8072916666666666
1521,GEN(C),0.7320574162679426
1522,CEM(T),0.9308176100628931
1522,CEM(C),0.9634703196347032
1522,PSC(C),0.6902985074626866
1522,MAH(C),0.8274111675126904
1522,GEN(C),0.7294685990338164
1523,CEM(T),0.9559748427672956
1523,CEM(C),0.9813084112149533
1523,PSC(C),0.725
1523,MAH(C),0.7777777777777778
1523,GEN(C),0.7783505154639175
1524,CEM(T),0.9440993788819876
1524,CEM(C),0.9726027397260274
1524,PSC(C),0.6879699248120301
1524,MAH(C),0.8080808080808081
1524,GEN(C),0.8507462686567164
1525,CEM(T),0.948051948051948
1525,CEM(C),0.9714285714285714
1525,PSC(C),0.737410071942446
1525,MAH(C),0.8258706467661692
1525,GEN(C),0.7644230769230769
1526,CEM(T),0.9473684210526315
1526,CEM(C),0.9760765550239234
1526,PSC(C),0.6785714285714286
1526,MAH(C),0.7910447761194029
1526,GEN(C),0.7330097087378641
1527,CEM(T),0.9415584415584416
1527,CEM(C),0.971830985915493
1527,PSC(C),0.7216117216117216
1527,MAH(C),0.8359788359788359
1527,GEN(C),0.7761194029850746
1528,CEM(T),0.9459459459459459
1528,CEM(C),0.9715639810426541
1528,PSC(C),0.6615969581749049
1528,MAH(C),0.8041237113402062
1528,GEN(C),0.7329842931937173
1529,CEM(T),0.9675324675324676
1529,CEM(C),0.9855072463768116
1529,PSC(C),0.6159695817490495
1529,MAH(C),0.7552083333333334
1529,GEN(C),0.8258706467661692
1530,CEM(T),0.9477124183006536
1530,CEM(C),0.9804878048780488
1530,PSC(C),0.6964980544747081
1530,MAH(C),0.8061224489795918
1530,GEN(C),0.8
1531,CEM(T),0.9545454545454546
1531,CEM(C),0.9759615384615384
1531,PSC(C),0.696
1531,MAH(C),0.835
1531,GEN(C),0.8944723618090452
1532,CEM(T),0.9536423841059603
1532,CEM(C),0.9802955665024631
1532,PSC(C),0.7328519855595668
1532,MAH(C),0.8383838383838383
1532,GEN(C),0.7878787878787878
1533,CEM(T),0.9681528662420382
1533,CEM(C),0.9905660377358491
1533,PSC(C),0.7037037037037037
1533,MAH(C),0.7936507936507936
1533,GEN(C),0.8534031413612565
1534,CEM(T),0.9430379746835443
1534,CEM(C),0.9767441860465116
1534,PSC(C),0.6859205776173285
1534,MAH(C),0.8121827411167513
1534,GEN(C),0.9038461538461539
1535,CEM(T),0.9493670886075949
1535,CEM(C),0.9812206572769953
1535,PSC(C),0.7035714285714286
1535,MAH(C),0.7772277227722773
1535,GEN(C),0.8131313131313131
1536,CEM(T),0.96
1536,CEM(C),0.9850746268656716
1536,PSC(C),0.7195571955719557
1536,MAH(C),0.8256410256410256
1536,GEN(C),0.7268292682926829
1537,CEM(T),0.9490445859872612
1537,CEM(C),0.9719626168224299
1537,PSC(C),0.6870229007633588
1537,MAH(C),0.8168316831683168
1537,GEN(C),0.8557213930348259
1538,CEM(T),0.9803921568627451
1538,CEM(C),0.985781990521327
1538,PSC(C),0.7095588235294118
1538,MAH(C),0.8366336633663366
1538,GEN(C),0.7574257425742574
1539,CEM(T),0.949685534591195
1539,CEM(C),0.9805825242718447
1539,PSC(C),0.720754716981132
1539,MAH(C),0.7638190954773869
1539,GEN(C),0.6632653061224489
1540,CEM(T),0.961038961038961
1540,CEM(C),0.9807692307692307
1540,PSC(C),0.7347670250896058
1540,MAH(C),0.8040201005025126
1540,GEN(C),0.8564102564102564
1541,CEM(T),0.9375
1541,CEM(C),0.9714285714285714
1541,PSC(C),0.75
1541,MAH(C),0.8051282051282052
1541,GEN(C),0.8341708542713567
