rep,method,mspe_base,mspe_perturbed,mspe_ratio
163,CEM.W,5294.688776343436,821.2727967846868,0.15511257251873184
164,CEM.W,741.4114491426301,25490.400869313064,34.38091075986245
165,CEM.W,2116.1933901066186,70.8143360133168,0.03346307400088279
166,CEM.W,2502.6386192681316,74.21197623175566,0.029653492781733747
167,CEM.W,18294.662716875828,9854.856700317974,0.5386738664073543
168,CEM.W,94575.83230363189,35418.305813251274,0.37449636921557544
169,CEM.W,1514.136896007913,46862.09032794268,30.94970504417176
170,CEM.W,48703.299848026545,44974.264917735876,0.9234336288931813
171,CEM.W,14232.820853006922,6164.763964942211,0.4331371854258814
172,CEM.W,1.7358737129647943,4055.4481660729684,2336.257606635707
173,CEM.W,12.378237818601598,72001.9718096888,5816.819232660619
174,CEM.W,43101.417899563145,108006.33208856377,2.5058649425465527
175,CEM.W,4415.356546810484,6563.937644865403,1.4866155372224665
176,CEM.W,61426.67209137894,113980.07227700688,1.8555469211721087
177,CEM.W,10740.456361570321,17093.635266552832,1.5915185250148567
178,CEM.W,50.8691990757448,25131.434488562543,494.0403022886513
179,CEM.W,14391.354536073757,14260.333757650793,0.9908958688986125
180,CEM.W,30.883482591163254,7780.877930811835,251.9430218999392
1,PSC,268785.0194348767,49155.6609857156,0.18288095478336513
2,PSC,62859.74325256511,45058.32119422603,0.7168072738252449
3,PSC,376836.1844664303,878281.7502963961,2.3306725481789186
4,PSC,8975396.984426526,5940578.576014301,0.661873629246926
5,PSC,925764.3347580404,4964215.774886198,5.362288855277251
6,PSC,157833.37170862776,342225.74587735615,2.168272413955209
7,PSC,376080.62247263244,99729.71026883699,0.26518173048411814
8,PSC,64906.64773416465,379517.997571634,5.8471360148810865
9,PSC,907473.8690923118,1528138.5555409335,1.6839477230010302
10,PSC,4133749.7221435886,3283247.1815113183,0.7942539829936207
11,PSC,689926.5427268668,1520344.456618246,2.203632361510885
12,PSC,5660237.034456906,757942.1316433768,0.13390642954162088
13,PSC,692039.4101082396,770289.4575155367,1.113071663642766
14,PSC,891231.0882285174,4512789.974211643,5.06354640655728
15,PSC,28488.07976590815,247839.5300298876,8.699762569693398
16,PSC,137178.99314887618,909953.2519492543,6.633327968530209
17,PSC,6216.203771314425,25766.076409069683,4.144985807571333
18,PSC,139142.18646317592,2195419.5641943133,15.778245404928523
19,PSC,318095.1296411537,112773.37483765221,0.3545271974609388
20,PSC,1948203.4426562896,28555.026896286166,0.014657107297455878
21,PSC,142558.173910488,836927.9642899536,5.8707820206469465
22,PSC,909306.1905354762,671353.5753612968,0.738314093040483
23,PSC,791347.7500608561,1046031.020228555,1.3218348319662414
24,PSC,6451.707276227175,864285.7788900203,133.96233615165454
25,PSC,856700.5491636725,120756.12915693007,0.14095488706621528
26,PSC,41585.29556130606,815249.5280051582,19.604273986782115
27,PSC,481983.7406920594,711373.8277551935,1.4759290982176345
28,PSC,601952.8041641113,7212.441225666256,0.011981738727310452
29,PSC,1021778.9615177293,1127569.429324453,1.1035355705989334
30,PSC,129167.76822898778,4720.882318854917,0.036548454646098454
