sim,method,att
652,GEN,1101.966933357191
652,CEM,1157.1068025185216
652,CEM.W,809.8118628696919
653,RAW,1492.2157158207829
653,MAH,2586.856481473661
653,PSC,2189.520483102926
653,GEN,1426.7084644227539
653,CEM,1000.1624347969115
653,CEM.W,762.0137725323244
654,RAW,186.99045002651383
654,MAH,1911.0830515057964
654,PSC,885.2350035015124
654,GEN,768.5115392228122
654,CEM,1374.8011624894887
654,CEM.W,970.0841073030869
655,RAW,97.17024631677396
655,MAH,1216.5344484845418
655,PSC,308.626627852208
655,GEN,418.49407032710053
655,CEM,1118.9987115365336
655,CEM.W,951.0771860716541
656,RAW,171.10343045988793
656,MAH,2218.516314589055
656,PSC,143.32143677032127
656,GEN,836.2811824239808
656,CEM,1014.2095251403989
656,CEM.W,989.7662450485893
657,RAW,-69.44081036310399
657,MAH,1775.0217022982583
657,PSC,371.83697934866996
657,GEN,439.54867425581403
657,CEM,1352.8675628423323
657,CEM.W,1053.4955905836573
658,RAW,122.51547894884607
658,MAH,2357.0871744604697
658,PSC,576.9450814059137
658,GEN,848.2096918179914
658,CEM,1321.1377023096406
658,CEM.W,1126.8856578648993
659,RAW,-2494.185815007293
659,MAH,1134.8817700436389
659,PSC,2160.4273969621845
659,GEN,766.0357790828618
659,CEM,1146.8083182751718
659,CEM.W,1043.5345371356102
660,RAW,-1982.78738941969
660,MAH,1128.3459414599029
660,PSC,315.2479485977151
660,GEN,937.3849959692197
660,CEM,1239.849746826589
660,CEM.W,1181.632326571831
661,RAW,-1094.0605007764289
661,MAH,1421.809978013613
661,PSC,1554.1013445528552
661,GEN,590.2493963881848
661,CEM,1139.5644523513372
661,CEM.W,990.3566790883324
662,RAW,1271.2368463744715
662,MAH,860.3768348293161
662,PSC,-1108.19283837911
662,GEN,727.8445693800954
662,CEM,1183.727242106469
662,CEM.W,930.7999260698153
663,RAW,-562.2187126747667
663,MAH,857.5359345410216
663,PSC,-1323.4535383542216
663,GEN,267.27528191736536
663,CEM,919.408174666936
663,CEM.W,955.5173829144318
664,RAW,-1677.0717217377896
664,MAH,1248.450918457926
664,PSC,1790.773973751409
664,GEN,591.4810812128998
664,CEM,960.5905528815496
664,CEM.W,824.9455815473416
665,RAW,910.5032763320305
665,MAH,919.1566931206844
665,PSC,-1716.1889065935284
665,GEN,445.54974756912407
665,CEM,1276.0088725464418
665,CEM.W,1134.9355518730513
666,RAW,1839.562351398029
666,MAH,1424.5628921583866
666,PSC,2751.121697504263
666,GEN,166.3241734121876
666,CEM,1288.8977984657927
666,CEM.W,947.0432169565738
667,RAW,9.141959181924904
667,MAH,757.9860851183776
667,PSC,1758.412568783025
667,GEN,606.0681656314288
667,CEM,972.6375715343679
667,CEM.W,904.8275667376081
668,RAW,2192.556112419128
668,MAH,2380.3632627438574
668,PSC,3633.678034270927
668,GEN,1596.293807235558
668,CEM,1292.4120550356272
668,CEM.W,1024.106744194927
669,RAW,263.25418831947263
669,MAH,1761.656621718079
669,PSC,-1012.3815759662011
669,GEN,899.4496388058988
669,CEM,1241.8599648227498
669,CEM.W,909.3995101286639
670,RAW,594.6893797721432
670,MAH,2071.0146298159466
670,PSC,724.38706706422
670,GEN,1087.9061603280297
670,CEM,1013.6479629103078
670,CEM.W,850.7311371100313
671,RAW,1838.9650141229931
671,MAH,2347.372842933127
671,PSC,2174.3435574636997
671,GEN,1070.592164691504
671,CEM,937.5563591243471
671,CEM.W,755.3736220104151
672,RAW,1434.517684657295
672,MAH,1476.0786162674021
672,PSC,442.1053266770523
672,GEN,761.4229881761854
672,CEM,1224.2595077456208
672,CEM.W,971.9121190637289
673,RAW,3591.2153095310878
673,MAH,2343.674421210625
673,PSC,485.4241753607603
673,GEN,535.3852683977005
673,CEM,1119.4144790242092
673,CEM.W,1060.8707898543948
674,RAW,754.2670400392508
674,MAH,1716.235062449775
674,PSC,1615.8006759265309
674,GEN,1049.7052964542074
674,CEM,1372.6989387347185
674,CEM.W,1121.8555300123016
675,RAW,-1268.3403248682016
675,MAH,1166.0226731875682
675,PSC,352.48821234488605
675,GEN,506.0426059901453
675,CEM,1151.9031006794796
675,CEM.W,925.807364338549
676,RAW,2622.8700991191045
676,MAH,2285.8713130035503
676,PSC,2081.9189743573997
676,GEN,770.0475467081171
676,CEM,1064.4779047058878
676,CEM.W,834.8188452907328
677,RAW,-880.1998751319643
677,MAH,1077.3845005446974
677,PSC,1414.8758007919992
677,GEN,946.3888720150422
677,CEM,1062.4439675811282
677,CEM.W,903.3153397121647
678,RAW,2845.5084562612465
678,MAH,2697.850041465903
678,PSC,1884.4121226987872
678,GEN,1783.045410179377
678,CEM,1432.0105896421587
678,CEM.W,1278.2726344534128
679,RAW,1197.0183589596181
679,MAH,1908.0755492217777
679,PSC,1384.5595175068565
679,GEN,569.8599426324155
679,CEM,1014.2948132510505
679,CEM.W,963.9622744535479
680,RAW,-1744.186384225949
680,MAH,1997.9581037552575
680,PSC,-124.79892063067837
680,GEN,823.99349861723
680,CEM,1002.9741277684883
680,CEM.W,1006.1575103352217
681,RAW,-2571.5558986979254
681,MAH,1162.7503406816709
681,PSC,619.2363813962011
681,GEN,1317.8193247298132
681,CEM,1264.9630070565725
681,CEM.W,1025.0151142810232
682,RAW,-969.8436757271156
682,MAH,749.5244182957049
682,PSC,-1294.589264924417
682,GEN,1288.8773949174297
682,CEM,1174.1192622924964
682,CEM.W,882.6734128397609
683,RAW,-1055.5918701273167
683,MAH,1916.1605232325423
683,PSC,1499.5729898665527
683,GEN,1124.5008236907618
683,CEM,982.8281539251379
683,CEM.W,993.689855400755
684,RAW,-696.6598678352384
684,MAH,1701.8194811835224
684,PSC,-12.450356560586442
684,GEN,1063.588106071927
684,CEM,1063.1374056494255
684,CEM.W,966.4726399726367
685,RAW,327.4965074418469
685,MAH,1707.508060136939
685,PSC,2374.45150310197
685,GEN,1206.834441379507
685,CEM,908.2651527084909
685,CEM.W,841.6404582941393
686,RAW,-1976.1547404907951
686,MAH,252.95632736786092
686,PSC,1555.6558148704949
686,GEN,942.4786081795811
686,CEM,1155.2116982403522
686,CEM.W,1043.704863490717
687,RAW,-1536.5277596959177
687,MAH,1136.1266157504178
687,PSC,206.6596581378517
687,GEN,647.3494612820745
687,CEM,1024.6614203626764
687,CEM.W,981.5469196879889
688,RAW,295.3943119763662
688,MAH,2124.932165246883
688,PSC,1044.4716162624045
688,GEN,1342.3738230281215
688,CEM,905.0438426436801
688,CEM.W,905.0429596985725
689,RAW,1182.6452774708323
689,MAH,1656.6491550508854
689,PSC,1346.414601862828
689,GEN,1474.7070136126827
689,CEM,1308.1847402246153
689,CEM.W,959.9111972202958
690,RAW,-236.4999315574396
690,MAH,1950.9378128847375
690,PSC,998.8214546339068
690,GEN,789.9759101307351
690,CEM,1255.400465473388
690,CEM.W,1118.5375981693617
691,RAW,2342.693552898243
691,MAH,2656.5264915900016
691,PSC,119.85798954406891
691,GEN,2144.048011715918
691,CEM,1094.6449233118342
691,CEM.W,928.1949787438705
692,RAW,-1779.3980492935234
692,MAH,489.28030441426927
692,PSC,1575.7741122313346
692,GEN,485.3766832669245
692,CEM,1217.503572850979
692,CEM.W,930.1283030971891
693,RAW,-997.8133851090852
693,MAH,1431.8629951779262
693,PSC,1713.797193858914
693,GEN,691.8885736852524
693,CEM,1112.1721824405643
693,CEM.W,880.495621929049
694,RAW,-847.5857823151828
694,MAH,781.3342441875548
694,PSC,893.402342075361
694,GEN,982.6301020582166
694,CEM,1259.4258449670515
694,CEM.W,1117.694340145464
695,RAW,-1797.938587247394
695,MAH,-227.21033747979982
695,PSC,1398.0834849298808
695,GEN,292.93916867919785
695,CEM,942.2156894833261
695,CEM.W,892.2872069111675
696,RAW,-212.30566425391953
696,MAH,1717.0924441834882
696,PSC,1564.0115658387285
696,GEN,1158.7928259009288
696,CEM,1127.7631677866693
696,CEM.W,983.4872256830924
697,RAW,-1136.5265545715056
697,MAH,352.8561381926047
697,PSC,700.5417234973074
697,GEN,998.2396605411959
697,CEM,1080.128970413995
697,CEM.W,894.1604801211276
698,RAW,3143.6035976628136
698,MAH,3751.6636860119947
698,PSC,1734.2545373687517
698,GEN,1316.3445654093275
698,CEM,1196.5212001553427
698,CEM.W,1107.244938104479
699,RAW,601.454351643275
699,MAH,952.0471012975358
699,PSC,3366.3904080959765
699,GEN,1763.915069839691
699,CEM,1013.6589262881555
699,CEM.W,909.6205086571322
700,RAW,-680.0665379729726
700,MAH,1753.2687989555257
700,PSC,928.3860108995068
700,GEN,772.5498576877726
700,CEM,1058.6573293227557
700,CEM.W,1045.8968577984892
701,RAW,-677.2583334524388
701,MAH,1461.4962555371508
701,PSC,1643.3417447242682
701,GEN,1109.3719435814648
701,CEM,1000.5252268259187
701,CEM.W,967.4953480152492
702,RAW,2162.7646485704545
702,MAH,1840.0813923130818
702,PSC,1215.2817761015976
702,GEN,428.4802491412292
702,CEM,1141.7819492564374
702,CEM.W,869.3257162322499
703,RAW,2619.6125892707523
703,MAH,1760.654695797326
703,PSC,1334.8033802671725
703,GEN,641.3624740325129
703,CEM,1424.0371333608837
703,CEM.W,1267.8489315865024
704,RAW,1315.5339340555538
704,MAH,2050.7042294363937
704,PSC,706.716278254461
704,GEN,619.1034345472457
704,CEM,1426.9404980524212
704,CEM.W,1256.3886191640113
705,RAW,-289.5126891192167
705,MAH,2557.932715583373
705,PSC,1264.4419449792117
705,GEN,432.26099206377245
705,CEM,1018.6044689246937
705,CEM.W,830.3947593506241
706,RAW,59.62554475081379
706,MAH,696.5408037909365
706,PSC,901.9049851270784
706,GEN,563.1378773279881
706,CEM,1049.9951887076593
706,CEM.W,952.5051590523465
707,RAW,1345.824480877256
707,MAH,731.4898277261254
707,PSC,562.7983367352999
707,GEN,811.5348052185545
707,CEM,1405.299988570287
707,CEM.W,1177.0068173988604
708,RAW,1889.8542058093062
708,MAH,2369.147278596064
708,PSC,50.517505896875264
708,GEN,1782.71840944464
708,CEM,1124.043547573873
708,CEM.W,904.5466159637181
709,RAW,3368.437315581067
709,MAH,1817.8296855050858
709,PSC,608.0333188089508
709,GEN,990.8605134213636
709,CEM,1138.8250346745424
709,CEM.W,1016.6796172630368
710,RAW,-576.7991176982478
710,MAH,1466.960992480242
710,PSC,1695.4424932902143
710,GEN,731.4818410163458
710,CEM,1408.8688077698234
710,CEM.W,1124.2658025667943
711,RAW,684.1702949091978
711,MAH,1836.4903352249694
711,PSC,1232.749499240983
711,GEN,1120.0880085282288
711,CEM,1135.8998897507793
711,CEM.W,1038.1327928043154
712,RAW,1066.046851542519
712,MAH,2377.87564990418
712,PSC,659.8540548719111
712,GEN,1297.8343821106394
712,CEM,1297.0858537914069
712,CEM.W,1056.1856379408634
713,RAW,773.2426369774539
713,MAH,1261.1913440706967
713,PSC,839.3088989689522
713,GEN,890.3439495058487
713,CEM,1131.595922367389
713,CEM.W,951.1658074750278
714,RAW,-1140.8161429879638
714,MAH,26.974493518063355
714,PSC,-366.3075768219551
714,GEN,619.4179427039744
714,CEM,1157.4844142457837
714,CEM.W,931.024986554117
715,RAW,-825.4497429344292
715,MAH,1958.5903096904908
715,PSC,2411.566783260726
715,GEN,806.2381358217805
715,CEM,1131.776080760139
715,CEM.W,1164.108479924352
716,RAW,-718.1814381661306
716,MAH,875.7007184708582
716,PSC,1529.7637823001705
716,GEN,1607.737048338711
716,CEM,1373.3353271549815
716,CEM.W,945.8675879798767
717,RAW,1504.9121374260158
717,MAH,1824.0806944167543
717,PSC,1383.5564139810112
717,GEN,1124.898297393222
717,CEM,1092.6516678747812
717,CEM.W,1014.5924093651726
718,RAW,3093.909839676413
718,MAH,2623.1605380324263
718,PSC,3223.4607867575914
718,GEN,2103.9784298576983
718,CEM,971.4886791072843
718,CEM.W,806.8068666039246
719,RAW,2749.821699033654
719,MAH,2916.522482597288
719,PSC,2619.4292087684
719,GEN,2098.063960826602
719,CEM,1200.0354772425585
719,CEM.W,979.975763116704
720,RAW,260.8119056552832
720,MAH,1556.4379623363347
720,PSC,1079.9527321000187
720,GEN,1639.1529727358136
720,CEM,1063.661621657861
720,CEM.W,920.5463290899361
721,RAW,1708.2316275499888
721,MAH,3007.9184471871636
721,PSC,407.6398803850725
721,GEN,1170.6547733935163
721,CEM,1269.5243540041515
721,CEM.W,994.5357436080475
722,RAW,1685.8424373222506
722,MAH,2813.6376752230985
722,PSC,2743.985000600321
722,GEN,157.16768359613283
722,CEM,1312.942934948089
722,CEM.W,1103.5635962666179
723,RAW,24.212679319088238
723,MAH,2235.554577250556
723,PSC,1453.9461580755878
723,GEN,837.5541414027355
723,CEM,1299.0706559013888
723,CEM.W,1165.2378405417467
724,RAW,646.3045356954208
724,MAH,1688.782648268385
724,PSC,1935.688301430585
724,GEN,1334.6284936077109
724,CEM,1071.1017083514396
724,CEM.W,1108.589878498455
725,RAW,1611.3781310523354
725,MAH,1710.9585893064132
725,PSC,1482.0159724751566
725,GEN,630.9856131204718
725,CEM,1542.1525339350285
725,CEM.W,1208.2963758234023
726,RAW,3023.7994433827616
726,MAH,3244.3873845819335
726,PSC,893.4559558618585
726,GEN,2208.95735321617
726,CEM,1092.7596904906027
726,CEM.W,1010.6707431968744
727,RAW,113.60721363793073
727,MAH,1090.689385048985
727,PSC,2004.5723663197473
727,GEN,615.9297822200796
727,CEM,1116.8056771509816
727,CEM.W,997.1351724164117
728,RAW,1840.250447292754
728,MAH,2927.7289966698568
728,PSC,1403.3877075311166
728,GEN,428.424974321179
728,CEM,1211.0919911325018
728,CEM.W,1035.041088957466
729,RAW,-1798.8954534208106
729,MAH,1581.2077632976543
729,PSC,467.3814153807084
729,GEN,920.4379741853412
729,CEM,1073.1562064832447
729,CEM.W,1053.2050078951474
730,RAW,1632.3279531772932
730,MAH,1443.6156938425129
730,PSC,793.5377285121149
730,GEN,1217.030875341384
730,CEM,1087.349383397277
730,CEM.W,981.9775342260662
731,RAW,70.0104209104311
731,MAH,1430.2357035088244
731,PSC,-1.9350005450869503
731,GEN,1273.967597019563
731,CEM,1117.1767550547333
731,CEM.W,981.1433033854615
732,RAW,2385.047800415584
732,MAH,2334.417879564521
732,PSC,1522.5082613860022
732,GEN,608.5010640424003
732,CEM,1393.1273468979766
732,CEM.W,1160.645422126647
733,RAW,-1744.3234121491396
733,MAH,1054.8179423871134
733,PSC,39.49103742333136
733,GEN,1003.4029920290853
733,CEM,1307.791248543855
733,CEM.W,1061.0611735129287
734,RAW,1160.06021316234
734,MAH,1611.8266707714665
734,PSC,1736.680298051293
734,GEN,758.010251225948
734,CEM,1214.399618770117
734,CEM.W,1015.0162101028507
735,RAW,-384.9579375402336
735,MAH,1361.9435980547264
735,PSC,1244.131814403073
735,GEN,901.2285917668535
735,CEM,1223.3000276547477
735,CEM.W,861.0532648678428
736,RAW,1759.1777553088414
736,MAH,1467.9203204784308
736,PSC,-36.79270585814993
736,GEN,552.2503386130957
736,CEM,1129.6581916138566
736,CEM.W,919.5243180395896
737,RAW,-2725.980746580313
737,MAH,1367.188952591724
737,PSC,1221.373351189026
737,GEN,721.6681894056373
737,CEM,1099.9680215497626
737,CEM.W,906.308207405159
738,RAW,1789.8331315822998
738,MAH,2140.599545124336
738,PSC,1391.2071714349759
738,GEN,1499.4632915645675
738,CEM,1287.208747033863
738,CEM.W,1110.726279318052
739,RAW,-352.15761355213
739,MAH,1317.721128685207
739,PSC,269.77470052424997
739,GEN,1157.4964347982575
739,CEM,1136.1772073727464
739,CEM.W,962.023715352586
740,RAW,-795.7773851952006
740,MAH,1179.3746378955116
740,PSC,618.6612152796515
740,GEN,1538.9870641258099
740,CEM,1159.4243046831327
740,CEM.W,1073.814405307014
741,RAW,-1556.531648882531
741,MAH,1369.4389302664572
741,PSC,1627.3843064966004
741,GEN,1240.5132745564838
741,CEM,1004.5836408748436
741,CEM.W,778.8774638224438
742,RAW,-174.34596010726
742,MAH,806.5742296426979
742,PSC,1645.6318438007297
742,GEN,-27.212102125041135
742,CEM,1148.2777916626183
742,CEM.W,1010.9202335368329
743,RAW,1491.8137256162654
743,MAH,1737.492530539228
743,PSC,645.783573916533
743,GEN,1232.8009246735185
743,CEM,1241.8548258890874
743,CEM.W,988.7585803206888
744,RAW,157.61334506200365
744,MAH,2024.3002404367703
744,PSC,3399.6594850472165
744,GEN,967.4855289215988
744,CEM,1116.0078092840763
744,CEM.W,1066.1302220450802
745,RAW,3448.1261723841408
745,MAH,3305.809582117603
745,PSC,2281.2117310923104
745,GEN,1145.752863367245
745,CEM,1101.933788898705
745,CEM.W,999.3235362078146
746,RAW,292.26594324125745
746,MAH,1907.5605389474813
746,PSC,713.199029551909
746,GEN,1504.992903417709
746,CEM,1390.4264160009798
746,CEM.W,1010.9271294077744
747,RAW,-1254.792953070456
747,MAH,1941.7318277915642
747,PSC,2236.914586523094
747,GEN,861.5835238891212
747,CEM,1198.162122590426
747,CEM.W,953.9834081634474
748,RAW,4359.334286936297
748,MAH,4034.2406156505176
748,PSC,5294.191734176235
748,GEN,3128.8035744987433
748,CEM,1121.6254545298416
748,CEM.W,994.2464972121504
749,RAW,1254.336659824644
749,MAH,2459.306663313423
749,PSC,924.8923747304234
749,GEN,790.9153602024013
749,CEM,1393.298380904956
749,CEM.W,1206.1712302694891
750,RAW,-762.4841753664969
750,MAH,1564.643260708754
750,PSC,1476.1838791605242
750,GEN,1425.2153041212841
750,CEM,1143.8588944564106
750,CEM.W,1032.4398380217574
751,RAW,2158.495861559959
751,MAH,2479.6054003783074
751,PSC,994.954919653771
751,GEN,1221.2640523903938
751,CEM,1167.612729131007
751,CEM.W,952.7869257419513
752,RAW,2498.690437192273
752,MAH,1824.290899771756
752,PSC,1451.9262404127749
752,GEN,1672.3674009713534
752,CEM,1393.0956330656172
752,CEM.W,1113.4185009936116
753,RAW,118.755021661912
753,MAH,1896.2788394526733
753,PSC,267.1967160695176
753,GEN,1254.6318717356041
753,CEM,1185.0662746612443
753,CEM.W,1026.1088250340908
754,RAW,849.0949720888784
754,MAH,1310.3644674504121
754,PSC,257.9115001885666
754,GEN,345.7725865491633
754,CEM,1061.10272128619
754,CEM.W,932.7123108039822
755,RAW,3321.453158640953
755,MAH,2404.9193734795
755,PSC,2365.6653025417945
755,GEN,1761.9602225649946
755,CEM,1230.1195290716948
755,CEM.W,997.982483373782
756,RAW,-622.3642820262185
756,MAH,1245.4797017009432
756,PSC,17.960879791401567
756,GEN,174.6678310677982
756,CEM,1276.7672269038999
756,CEM.W,1148.3716361731788
757,RAW,-275.5966479015797
757,MAH,1602.4701652123244
757,PSC,-297.0601146698691
757,GEN,1163.6856669730503
757,CEM,944.9057204376202
757,CEM.W,887.5934305048763
758,RAW,633.2650634482079
758,MAH,2824.3147902255564
758,PSC,1245.5265486756352
758,GEN,804.0344916648594
758,CEM,1411.2356876267968
758,CEM.W,1127.1972917891903
759,RAW,2138.407346988469
759,MAH,2519.931842427687
759,PSC,2695.9058632086517
759,GEN,1586.2442785411608
759,CEM,1199.3260194939903
759,CEM.W,928.8040066413844
760,RAW,1468.5011817708846
760,MAH,1562.8351661454944
760,PSC,2030.3913733860027
760,GEN,612.7190284254192
760,CEM,1000.8100394672832
760,CEM.W,873.0948751333676
761,RAW,385.449696501405
761,MAH,2147.2060089294496
761,PSC,947.748698397224
761,GEN,752.9139395098038
761,CEM,1144.9332318258673
761,CEM.W,1042.0349674344207
762,RAW,1304.3520658438674
762,MAH,1654.0789498964587
762,PSC,1346.2533865547966
762,GEN,1342.606619231589
762,CEM,1275.8782558055989
762,CEM.W,1052.7078263332394
763,RAW,-587.4769844644534
763,MAH,1863.4617747963812
763,PSC,1601.205424357534
763,GEN,1159.331656579967
763,CEM,1164.3548520636618
763,CEM.W,975.5903132644304
764,RAW,430.3714294274414
764,MAH,2281.180285692718
764,PSC,1424.735776681172
764,GEN,2140.864448539101
764,CEM,995.8137425388122
764,CEM.W,1047.8250746375388
765,RAW,4474.053395558491
765,MAH,3510.291967003295
765,PSC,2805.9302214752097
765,GEN,753.6066999793715
765,CEM,1226.9005501878923
765,CEM.W,1216.5491121875973
766,RAW,972.7717254635727
766,MAH,1028.2295594076795
766,PSC,469.27835456483353
766,GEN,905.2591884960888
766,CEM,1053.6938497439642
766,CEM.W,1007.7467382385692
767,RAW,2043.7439356435589
767,MAH,2452.795775140906
767,PSC,3211.2838906247603
767,GEN,674.6858032045023
767,CEM,1427.3410919782393
767,CEM.W,1264.497446557986
768,RAW,-532.1712222122642
768,MAH,1253.0485246013077
768,PSC,585.8938446746552
768,GEN,972.5441686813593
768,CEM,1038.6527919983905
768,CEM.W,1022.7746326325821
769,RAW,-314.0587507750997
769,MAH,1114.8296809133535
769,PSC,656.6160369207746
769,GEN,574.7092767007098
769,CEM,1077.870067862291
769,CEM.W,929.3655375304688
770,RAW,277.62613517387854
770,MAH,1348.3065927189655
770,PSC,2699.48869984475
770,GEN,1191.146385200317
770,CEM,1230.8583853249836
770,CEM.W,939.2669142387612
771,RAW,792.0764771109552
771,MAH,1487.3016680581031
771,PSC,1623.2560249351209
771,GEN,1595.322182097373
771,CEM,1185.817306124362
771,CEM.W,964.8531115761698
772,RAW,2490.1236569192624
772,MAH,2735.8617742131737
772,PSC,2091.2070486290077
772,GEN,1769.8093603857415
772,CEM,1172.8837765750854
772,CEM.W,836.3848164049332
773,RAW,496.86615460532175
773,MAH,1012.9789293356389
773,PSC,145.74274473451715
773,GEN,1257.292018748077
773,CEM,1110.9631213300568
773,CEM.W,965.3039547541722
774,RAW,2641.4534711559754
774,MAH,1610.7013635196863
774,PSC,1037.9957509877613
774,GEN,184.3250023493032
774,CEM,1074.4088190800949
774,CEM.W,1024.3297246699312
775,RAW,-694.0280504693119
775,MAH,1979.2066351268095
775,PSC,1226.921761227139
775,GEN,1363.5300325632288
775,CEM,1306.5314641377051
775,CEM.W,944.6129221195359
776,RAW,2511.5846126784027
776,MAH,2478.069389482159
776,PSC,2059.310813753941
776,GEN,1207.3265901501254
776,CEM,1161.4363122766317
776,CEM.W,1022.4411735614157
777,RAW,3816.095392842908
777,MAH,1641.0997614182133
777,PSC,109.50919141800932
777,GEN,558.7177596016903
777,CEM,1072.3127890981837
777,CEM.W,898.0321156948519
778,RAW,1317.616512816022
778,MAH,2589.919175651759
778,PSC,-124.46172900581587
778,GEN,1844.8191309415022
778,CEM,1095.184896643383
778,CEM.W,1009.7468609495795
779,RAW,1712.9983983594839
779,MAH,1697.2343019127757
779,PSC,1758.8584669437232
779,GEN,1351.2687064412523
779,CEM,1148.307328377891
779,CEM.W,859.9673422860235
780,RAW,258.06298095799775
780,MAH,1306.3189819951913
780,PSC,1281.4343795205887
780,GEN,1158.0550881455943
780,CEM,1368.9944376165474
780,CEM.W,1176.094855443891
781,RAW,472.4623911058943
781,MAH,1889.4963469473023
781,PSC,1957.6743024498182
781,GEN,1146.4828130045146
781,CEM,941.5291257519174
781,CEM.W,950.7576275094641
782,RAW,2847.4868897825663
782,MAH,2739.620127196811
782,PSC,2721.39687957598
782,GEN,1226.434278914039
782,CEM,1165.6883663153847
782,CEM.W,1127.7621049689071
783,RAW,5471.029656489542
783,MAH,4583.106070159627
783,PSC,4113.608111143894
783,GEN,1069.4693760621692
783,CEM,1348.1252604560668
783,CEM.W,955.9329044213388
784,RAW,555.5648344144838
784,MAH,1730.3070771180937
784,PSC,-105.72185046482537
784,GEN,750.4703796765748
784,CEM,1155.2690322346361
784,CEM.W,722.5332602658442
785,RAW,2479.091163101768
785,MAH,3029.4619988555396
785,PSC,3479.019010641795
785,GEN,1488.6999867223637
785,CEM,1088.492300680734
785,CEM.W,920.055853398524
786,RAW,-658.6917933777395
786,MAH,1415.131470356314
786,PSC,696.1402755908011
786,GEN,890.5612808616295
786,CEM,1395.8564232244923
786,CEM.W,1009.2041033579974
787,RAW,-254.76203880898538
787,MAH,253.71082162162384
787,PSC,-20.115047749589394
787,GEN,159.2796992682689
787,CEM,1164.7963614325795
787,CEM.W,1032.3086245828204
788,RAW,247.23956574662952
788,MAH,1460.741147689674
788,PSC,777.2577308598911
788,GEN,576.7498194996248
788,CEM,1301.4739234701644
788,CEM.W,1291.0823671547487
789,RAW,324.8189245687727
789,MAH,2158.936026371138
789,PSC,1761.5548770346581
789,GEN,1557.295762520141
789,CEM,1323.269659754313
789,CEM.W,860.3167502505515
790,RAW,525.7230382833159
790,MAH,2412.358548582238
790,PSC,2967.9088894987303
790,GEN,1606.4239793278064
790,CEM,1147.5499479890816
790,CEM.W,1025.5084978710074
791,RAW,1362.6467830178326
791,MAH,1704.7054526479233
791,PSC,2492.511517193812
791,GEN,1461.5351313660697
791,CEM,1019.7845139736919
791,CEM.W,893.1977879211498
792,RAW,607.105744717328
792,MAH,1352.9605250180894
792,PSC,1349.0388779999857
792,GEN,655.4942768527843
792,CEM,1019.1675742161278
792,CEM.W,1076.3712601186462
793,RAW,2217.466683138673
793,MAH,1778.2763749469523
793,PSC,1638.29212908327
793,GEN,575.6261558817738
793,CEM,938.2380261178242
793,CEM.W,831.5347479239607
794,RAW,2636.247446558523
794,MAH,3083.1992840421317
794,PSC,844.047650834902
794,GEN,969.1423726909708
794,CEM,1030.2094925047127
794,CEM.W,938.9224908768097
795,RAW,-1200.1686616592979
795,MAH,1657.470149638626
795,PSC,2055.263957163543
795,GEN,714.2701100972156
795,CEM,1065.550852300788
795,CEM.W,1018.2504712526222
796,RAW,-340.73389384113943
796,MAH,1259.1955001483375
796,PSC,-739.0219312868721
796,GEN,864.2059660027386
796,CEM,1245.1598031862518
796,CEM.W,1053.6282023816234
797,RAW,2583.3032650182568
797,MAH,3176.9888023029835
797,PSC,789.0921338535418
797,GEN,1902.5782772982334
797,CEM,1136.4493358696482
797,CEM.W,1082.3369737886467
798,RAW,903.2492751353184
798,MAH,920.8708732049863
798,PSC,-63.66653010450864
798,GEN,329.47379054946526
798,CEM,1189.46622351734
798,CEM.W,1061.202960751145
799,RAW,-1712.4012332948605
799,MAH,1694.9307954460687
799,PSC,726.2749883725587
799,GEN,1556.091410944956
799,CEM,1092.7783121191455
799,CEM.W,997.8734153304588
800,RAW,-1407.9407489391006
800,MAH,1205.7386227087004
800,PSC,932.7911287292272
800,GEN,1022.7545591712536
800,CEM,1209.9915428365325
800,CEM.W,1036.7429429722206
801,RAW,-2432.504120985301
801,MAH,426.0840580811264
801,PSC,1317.3290477403002
801,GEN,369.53653571001195
801,CEM,881.3662064024746
801,CEM.W,911.6915018548959
802,RAW,673.8004932510585
802,MAH,2099.0089789489116
802,PSC,409.31246061430284
802,GEN,1495.7140471514303
802,CEM,1130.8680106766733
802,CEM.W,957.0478443949002
803,RAW,-1060.6780034092617
803,MAH,352.65658258587246
803,PSC,1377.7247888339107
803,GEN,838.7329765297324
803,CEM,1105.59071050447
803,CEM.W,1068.935309498278
804,RAW,-1728.858552923819
804,MAH,162.08785489706588
804,PSC,305.9443263837611
804,GEN,922.6962785266098
804,CEM,1233.707203704129
804,CEM.W,964.1234195646889
805,RAW,-286.0741595945956
805,MAH,1714.4504092115076
805,PSC,2416.511677317636
805,GEN,977.8498706252752
805,CEM,1060.477032541427
805,CEM.W,1072.2142363153375
806,RAW,-710.1623631692364
806,MAH,1288.1234484110696
806,PSC,469.62760307415283
806,GEN,883.2125691728422
806,CEM,980.3071613770579
806,CEM.W,906.7390924632972
807,RAW,-1245.9936388231163
807,MAH,406.9335341698279
807,PSC,756.6883686492811
807,GEN,869.4886214283124
807,CEM,1022.2003969353378
807,CEM.W,924.4542133492448
808,RAW,-334.56476608286357
808,MAH,1240.511297107224
808,PSC,1245.841884862697
808,GEN,1129.0281926202003
808,CEM,1067.0979672851392
808,CEM.W,1026.824503638846
809,RAW,1301.0651895612436
809,MAH,1301.3200122245116
809,PSC,176.6972763140402
809,GEN,1134.7213066258698
809,CEM,1253.304386867507
