sim,key,n,method,group
1052,CEM(nc),155,CEM,control
1053,RAW(nt),159,RAW,treated
1053,RAW(nc),286,RAW,control
1053,MAH(nt),159,MAH,treated
1053,MAH(nc),159,MAH,control
1053,PSC(nt),159,PSC,treated
1053,PSC(nc),159,PSC,control
1053,GEN(nt),159,GEN,treated
1053,GEN(nc),161,GEN,control
1053,CEM(nt),82,CEM,treated
1053,CEM(nc),162,CEM,control
1054,RAW(nt),131,RAW,treated
1054,RAW(nc),314,RAW,control
1054,MAH(nt),131,MAH,treated
1054,MAH(nc),131,MAH,control
1054,PSC(nt),131,PSC,treated
1054,PSC(nc),131,PSC,control
1054,GEN(nt),131,GEN,treated
1054,GEN(nc),132,GEN,control
1054,CEM(nt),72,CEM,treated
1054,CEM(nc),160,CEM,control
1055,RAW(nt),150,RAW,treated
1055,RAW(nc),295,RAW,control
1055,MAH(nt),150,MAH,treated
1055,MAH(nc),150,MAH,control
1055,PSC(nt),150,PSC,treated
1055,PSC(nc),150,PSC,control
1055,GEN(nt),150,GEN,treated
1055,GEN(nc),147,GEN,control
1055,CEM(nt),78,CEM,treated
1055,CEM(nc),164,CEM,control
1056,RAW(nt),152,RAW,treated
1056,RAW(nc),293,RAW,control
1056,MAH(nt),152,MAH,treated
1056,MAH(nc),152,MAH,control
1056,PSC(nt),152,PSC,treated
1056,PSC(nc),152,PSC,control
1056,GEN(nt),152,GEN,treated
1056,GEN(nc),144,GEN,control
1056,CEM(nt),83,CEM,treated
1056,CEM(nc),152,CEM,control
1057,RAW(nt),161,RAW,treated
1057,RAW(nc),284,RAW,control
1057,MAH(nt),161,MAH,treated
1057,MAH(nc),161,MAH,control
1057,PSC(nt),161,PSC,treated
1057,PSC(nc),161,PSC,control
1057,GEN(nt),161,GEN,treated
1057,GEN(nc),142,GEN,control
1057,CEM(nt),88,CEM,treated
1057,CEM(nc),153,CEM,control
1058,RAW(nt),147,RAW,treated
1058,RAW(nc),298,RAW,control
1058,MAH(nt),147,MAH,treated
1058,MAH(nc),147,MAH,control
1058,PSC(nt),147,PSC,treated
1058,PSC(nc),147,PSC,control
1058,GEN(nt),147,GEN,treated
1058,GEN(nc),140,GEN,control
1058,CEM(nt),86,CEM,treated
1058,CEM(nc),149,CEM,control
1059,RAW(nt),144,RAW,treated
1059,RAW(nc),301,RAW,control
1059,MAH(nt),144,MAH,treated
1059,MAH(nc),144,MAH,control
1059,PSC(nt),144,PSC,treated
1059,PSC(nc),144,PSC,control
1059,GEN(nt),144,GEN,treated
1059,GEN(nc),131,GEN,control
1059,CEM(nt),83,CEM,treated
1059,CEM(nc),145,CEM,control
1060,RAW(nt),154,RAW,treated
1060,RAW(nc),291,RAW,control
1060,MAH(nt),154,MAH,treated
1060,MAH(nc),154,MAH,control
1060,PSC(nt),154,PSC,treated
1060,PSC(nc),154,PSC,control
1060,GEN(nt),154,GEN,treated
1060,GEN(nc),142,GEN,control
1060,CEM(nt),86,CEM,treated
1060,CEM(nc),148,CEM,control
1061,RAW(nt),162,RAW,treated
1061,RAW(nc),283,RAW,control
1061,MAH(nt),162,MAH,treated
1061,MAH(nc),162,MAH,control
1061,PSC(nt),162,PSC,treated
1061,PSC(nc),162,PSC,control
1061,GEN(nt),162,GEN,treated
1061,GEN(nc),144,GEN,control
1061,CEM(nt),91,CEM,treated
1061,CEM(nc),144,CEM,control
1062,RAW(nt),158,RAW,treated
1062,RAW(nc),287,RAW,control
1062,MAH(nt),158,MAH,treated
1062,MAH(nc),158,MAH,control
1062,PSC(nt),158,PSC,treated
1062,PSC(nc),158,PSC,control
1062,GEN(nt),158,GEN,treated
1062,GEN(nc),157,GEN,control
1062,CEM(nt),89,CEM,treated
1062,CEM(nc),150,CEM,control
1063,RAW(nt),151,RAW,treated
1063,RAW(nc),294,RAW,control
1063,MAH(nt),151,MAH,treated
1063,MAH(nc),151,MAH,control
1063,PSC(nt),151,PSC,treated
1063,PSC(nc),151,PSC,control
1063,GEN(nt),151,GEN,treated
1063,GEN(nc),146,GEN,control
1063,CEM(nt),78,CEM,treated
1063,CEM(nc),160,CEM,control
1064,RAW(nt),165,RAW,treated
1064,RAW(nc),280,RAW,control
1064,MAH(nt),165,MAH,treated
1064,MAH(nc),165,MAH,control
1064,PSC(nt),165,PSC,treated
1064,PSC(nc),165,PSC,control
1064,GEN(nt),165,GEN,treated
1064,GEN(nc),142,GEN,control
1064,CEM(nt),87,CEM,treated
1064,CEM(nc),145,CEM,control
1065,RAW(nt),160,RAW,treated
1065,RAW(nc),285,RAW,control
1065,MAH(nt),160,MAH,treated
1065,MAH(nc),160,MAH,control
1065,PSC(nt),160,PSC,treated
1065,PSC(nc),160,PSC,control
1065,GEN(nt),160,GEN,treated
1065,GEN(nc),143,GEN,control
1065,CEM(nt),91,CEM,treated
1065,CEM(nc),145,CEM,control
1066,RAW(nt),159,RAW,treated
1066,RAW(nc),286,RAW,control
1066,MAH(nt),159,MAH,treated
1066,MAH(nc),159,MAH,control
1066,PSC(nt),159,PSC,treated
1066,PSC(nc),159,PSC,control
1066,GEN(nt),159,GEN,treated
1066,GEN(nc),132,GEN,control
1066,CEM(nt),76,CEM,treated
1066,CEM(nc),164,CEM,control
1067,RAW(nt),149,RAW,treated
1067,RAW(nc),296,RAW,control
1067,MAH(nt),149,MAH,treated
1067,MAH(nc),149,MAH,control
1067,PSC(nt),149,PSC,treated
1067,PSC(nc),149,PSC,control
1067,GEN(nt),149,GEN,treated
1067,GEN(nc),136,GEN,control
1067,CEM(nt),81,CEM,treated
1067,CEM(nc),158,CEM,control
1068,RAW(nt),146,RAW,treated
1068,RAW(nc),299,RAW,control
1068,MAH(nt),146,MAH,treated
1068,MAH(nc),146,MAH,control
1068,PSC(nt),146,PSC,treated
1068,PSC(nc),146,PSC,control
1068,GEN(nt),146,GEN,treated
1068,GEN(nc),134,GEN,control
1068,CEM(nt),74,CEM,treated
1068,CEM(nc),147,CEM,control
1069,RAW(nt),142,RAW,treated
1069,RAW(nc),303,RAW,control
1069,MAH(nt),142,MAH,treated
1069,MAH(nc),142,MAH,control
1069,PSC(nt),142,PSC,treated
1069,PSC(nc),142,PSC,control
1069,GEN(nt),142,GEN,treated
1069,GEN(nc),144,GEN,control
1069,CEM(nt),90,CEM,treated
1069,CEM(nc),155,CEM,control
1070,RAW(nt),125,RAW,treated
1070,RAW(nc),320,RAW,control
1070,MAH(nt),125,MAH,treated
1070,MAH(nc),125,MAH,control
1070,PSC(nt),125,PSC,treated
1070,PSC(nc),125,PSC,control
1070,GEN(nt),125,GEN,treated
1070,GEN(nc),127,GEN,control
1070,CEM(nt),72,CEM,treated
1070,CEM(nc),170,CEM,control
1071,RAW(nt),135,RAW,treated
1071,RAW(nc),310,RAW,control
1071,MAH(nt),135,MAH,treated
1071,MAH(nc),135,MAH,control
1071,PSC(nt),135,PSC,treated
1071,PSC(nc),135,PSC,control
1071,GEN(nt),135,GEN,treated
1071,GEN(nc),134,GEN,control
1071,CEM(nt),84,CEM,treated
1071,CEM(nc),164,CEM,control
1072,RAW(nt),143,RAW,treated
1072,RAW(nc),302,RAW,control
1072,MAH(nt),143,MAH,treated
1072,MAH(nc),143,MAH,control
1072,PSC(nt),143,PSC,treated
1072,PSC(nc),143,PSC,control
1072,GEN(nt),143,GEN,treated
1072,GEN(nc),142,GEN,control
1072,CEM(nt),89,CEM,treated
1072,CEM(nc),146,CEM,control
1073,RAW(nt),142,RAW,treated
1073,RAW(nc),303,RAW,control
1073,MAH(nt),142,MAH,treated
1073,MAH(nc),142,MAH,control
1073,PSC(nt),142,PSC,treated
1073,PSC(nc),142,PSC,control
1073,GEN(nt),142,GEN,treated
1073,GEN(nc),155,GEN,control
1073,CEM(nt),77,CEM,treated
1073,CEM(nc),153,CEM,control
1074,RAW(nt),162,RAW,treated
1074,RAW(nc),283,RAW,control
1074,MAH(nt),162,MAH,treated
1074,MAH(nc),162,MAH,control
1074,PSC(nt),162,PSC,treated
1074,PSC(nc),162,PSC,control
1074,GEN(nt),162,GEN,treated
1074,GEN(nc),138,GEN,control
1074,CEM(nt),99,CEM,treated
1074,CEM(nc),158,CEM,control
1075,RAW(nt),162,RAW,treated
1075,RAW(nc),283,RAW,control
1075,MAH(nt),162,MAH,treated
1075,MAH(nc),162,MAH,control
1075,PSC(nt),162,PSC,treated
1075,PSC(nc),162,PSC,control
1075,GEN(nt),162,GEN,treated
1075,GEN(nc),152,GEN,control
1075,CEM(nt),81,CEM,treated
1075,CEM(nc),138,CEM,control
1076,RAW(nt),165,RAW,treated
1076,RAW(nc),280,RAW,control
1076,MAH(nt),165,MAH,treated
1076,MAH(nc),165,MAH,control
1076,PSC(nt),165,PSC,treated
1076,PSC(nc),165,PSC,control
1076,GEN(nt),165,GEN,treated
1076,GEN(nc),135,GEN,control
1076,CEM(nt),99,CEM,treated
1076,CEM(nc),151,CEM,control
1077,RAW(nt),153,RAW,treated
1077,RAW(nc),292,RAW,control
1077,MAH(nt),153,MAH,treated
1077,MAH(nc),153,MAH,control
1077,PSC(nt),153,PSC,treated
1077,PSC(nc),153,PSC,control
1077,GEN(nt),153,GEN,treated
1077,GEN(nc),147,GEN,control
1077,CEM(nt),92,CEM,treated
1077,CEM(nc),143,CEM,control
1078,RAW(nt),153,RAW,treated
1078,RAW(nc),292,RAW,control
1078,MAH(nt),153,MAH,treated
1078,MAH(nc),153,MAH,control
1078,PSC(nt),153,PSC,treated
1078,PSC(nc),153,PSC,control
1078,GEN(nt),153,GEN,treated
1078,GEN(nc),146,GEN,control
1078,CEM(nt),104,CEM,treated
1078,CEM(nc),161,CEM,control
1079,RAW(nt),158,RAW,treated
1079,RAW(nc),287,RAW,control
1079,MAH(nt),158,MAH,treated
1079,MAH(nc),158,MAH,control
1079,PSC(nt),158,PSC,treated
1079,PSC(nc),158,PSC,control
1079,GEN(nt),158,GEN,treated
1079,GEN(nc),154,GEN,control
1079,CEM(nt),85,CEM,treated
1079,CEM(nc),133,CEM,control
1080,RAW(nt),159,RAW,treated
1080,RAW(nc),286,RAW,control
1080,MAH(nt),159,MAH,treated
1080,MAH(nc),159,MAH,control
1080,PSC(nt),159,PSC,treated
1080,PSC(nc),159,PSC,control
1080,GEN(nt),159,GEN,treated
1080,GEN(nc),131,GEN,control
1080,CEM(nt),99,CEM,treated
1080,CEM(nc),145,CEM,control
1081,RAW(nt),149,RAW,treated
1081,RAW(nc),296,RAW,control
1081,MAH(nt),149,MAH,treated
1081,MAH(nc),149,MAH,control
1081,PSC(nt),149,PSC,treated
1081,PSC(nc),149,PSC,control
1081,GEN(nt),149,GEN,treated
1081,GEN(nc),140,GEN,control
1081,CEM(nt),85,CEM,treated
1081,CEM(nc),143,CEM,control
1082,RAW(nt),159,RAW,treated
1082,RAW(nc),286,RAW,control
1082,MAH(nt),159,MAH,treated
1082,MAH(nc),159,MAH,control
1082,PSC(nt),159,PSC,treated
1082,PSC(nc),159,PSC,control
1082,GEN(nt),159,GEN,treated
1082,GEN(nc),149,GEN,control
1082,CEM(nt),84,CEM,treated
1082,CEM(nc),156,CEM,control
1083,RAW(nt),165,RAW,treated
1083,RAW(nc),280,RAW,control
1083,MAH(nt),165,MAH,treated
1083,MAH(nc),165,MAH,control
1083,PSC(nt),165,PSC,treated
1083,PSC(nc),165,PSC,control
1083,GEN(nt),165,GEN,treated
1083,GEN(nc),142,GEN,control
1083,CEM(nt),98,CEM,treated
1083,CEM(nc),143,CEM,control
1084,RAW(nt),147,RAW,treated
1084,RAW(nc),298,RAW,control
1084,MAH(nt),147,MAH,treated
1084,MAH(nc),147,MAH,control
1084,PSC(nt),147,PSC,treated
1084,PSC(nc),147,PSC,control
1084,GEN(nt),147,GEN,treated
1084,GEN(nc),137,GEN,control
1084,CEM(nt),73,CEM,treated
1084,CEM(nc),148,CEM,control
1085,RAW(nt),156,RAW,treated
1085,RAW(nc),289,RAW,control
1085,MAH(nt),156,MAH,treated
1085,MAH(nc),156,MAH,control
1085,PSC(nt),156,PSC,treated
1085,PSC(nc),156,PSC,control
1085,GEN(nt),156,GEN,treated
1085,GEN(nc),142,GEN,control
1085,CEM(nt),87,CEM,treated
1085,CEM(nc),152,CEM,control
1086,RAW(nt),130,RAW,treated
1086,RAW(nc),315,RAW,control
1086,MAH(nt),130,MAH,treated
1086,MAH(nc),130,MAH,control
1086,PSC(nt),130,PSC,treated
1086,PSC(nc),130,PSC,control
1086,GEN(nt),130,GEN,treated
1086,GEN(nc),148,GEN,control
1086,CEM(nt),77,CEM,treated
1086,CEM(nc),167,CEM,control
1087,RAW(nt),132,RAW,treated
1087,RAW(nc),313,RAW,control
1087,MAH(nt),132,MAH,treated
1087,MAH(nc),132,MAH,control
1087,PSC(nt),132,PSC,treated
1087,PSC(nc),132,PSC,control
1087,GEN(nt),132,GEN,treated
1087,GEN(nc),148,GEN,control
1087,CEM(nt),74,CEM,treated
1087,CEM(nc),165,CEM,control
1088,RAW(nt),152,RAW,treated
1088,RAW(nc),293,RAW,control
1088,MAH(nt),152,MAH,treated
1088,MAH(nc),152,MAH,control
1088,PSC(nt),152,PSC,treated
1088,PSC(nc),152,PSC,control
1088,GEN(nt),152,GEN,treated
1088,GEN(nc),141,GEN,control
1088,CEM(nt),91,CEM,treated
1088,CEM(nc),151,CEM,control
1089,RAW(nt),138,RAW,treated
1089,RAW(nc),307,RAW,control
1089,MAH(nt),138,MAH,treated
1089,MAH(nc),138,MAH,control
1089,PSC(nt),138,PSC,treated
1089,PSC(nc),138,PSC,control
1089,GEN(nt),138,GEN,treated
1089,GEN(nc),126,GEN,control
1089,CEM(nt),88,CEM,treated
1089,CEM(nc),143,CEM,control
1090,RAW(nt),157,RAW,treated
1090,RAW(nc),288,RAW,control
1090,MAH(nt),157,MAH,treated
1090,MAH(nc),157,MAH,control
1090,PSC(nt),157,PSC,treated
1090,PSC(nc),157,PSC,control
1090,GEN(nt),157,GEN,treated
1090,GEN(nc),151,GEN,control
1090,CEM(nt),94,CEM,treated
1090,CEM(nc),150,CEM,control
1091,RAW(nt),160,RAW,treated
1091,RAW(nc),285,RAW,control
1091,MAH(nt),160,MAH,treated
1091,MAH(nc),160,MAH,control
1091,PSC(nt),160,PSC,treated
1091,PSC(nc),160,PSC,control
1091,GEN(nt),160,GEN,treated
1091,GEN(nc),144,GEN,control
1091,CEM(nt),92,CEM,treated
1091,CEM(nc),147,CEM,control
1092,RAW(nt),147,RAW,treated
1092,RAW(nc),298,RAW,control
1092,MAH(nt),147,MAH,treated
1092,MAH(nc),147,MAH,control
1092,PSC(nt),147,PSC,treated
1092,PSC(nc),147,PSC,control
1092,GEN(nt),147,GEN,treated
1092,GEN(nc),133,GEN,control
1092,CEM(nt),87,CEM,treated
1092,CEM(nc),144,CEM,control
1093,RAW(nt),140,RAW,treated
1093,RAW(nc),305,RAW,control
1093,MAH(nt),140,MAH,treated
1093,MAH(nc),140,MAH,control
1093,PSC(nt),140,PSC,treated
1093,PSC(nc),140,PSC,control
1093,GEN(nt),140,GEN,treated
1093,GEN(nc),147,GEN,control
1093,CEM(nt),80,CEM,treated
1093,CEM(nc),159,CEM,control
1094,RAW(nt),153,RAW,treated
1094,RAW(nc),292,RAW,control
1094,MAH(nt),153,MAH,treated
1094,MAH(nc),153,MAH,control
1094,PSC(nt),153,PSC,treated
1094,PSC(nc),153,PSC,control
1094,GEN(nt),153,GEN,treated
1094,GEN(nc),140,GEN,control
1094,CEM(nt),90,CEM,treated
1094,CEM(nc),155,CEM,control
1095,RAW(nt),137,RAW,treated
1095,RAW(nc),308,RAW,control
1095,MAH(nt),137,MAH,treated
1095,MAH(nc),137,MAH,control
1095,PSC(nt),137,PSC,treated
1095,PSC(nc),137,PSC,control
1095,GEN(nt),137,GEN,treated
1095,GEN(nc),136,GEN,control
1095,CEM(nt),81,CEM,treated
1095,CEM(nc),147,CEM,control
1096,RAW(nt),144,RAW,treated
1096,RAW(nc),301,RAW,control
1096,MAH(nt),144,MAH,treated
1096,MAH(nc),144,MAH,control
1096,PSC(nt),144,PSC,treated
1096,PSC(nc),144,PSC,control
1096,GEN(nt),144,GEN,treated
1096,GEN(nc),141,GEN,control
1096,CEM(nt),86,CEM,treated
1096,CEM(nc),151,CEM,control
1097,RAW(nt),156,RAW,treated
1097,RAW(nc),289,RAW,control
1097,MAH(nt),156,MAH,treated
1097,MAH(nc),156,MAH,control
1097,PSC(nt),156,PSC,treated
1097,PSC(nc),156,PSC,control
1097,GEN(nt),156,GEN,treated
1097,GEN(nc),136,GEN,control
1097,CEM(nt),86,CEM,treated
1097,CEM(nc),137,CEM,control
1098,RAW(nt),158,RAW,treated
1098,RAW(nc),287,RAW,control
1098,MAH(nt),158,MAH,treated
1098,MAH(nc),158,MAH,control
1098,PSC(nt),158,PSC,treated
1098,PSC(nc),158,PSC,control
1098,GEN(nt),158,GEN,treated
1098,GEN(nc),151,GEN,control
1098,CEM(nt),88,CEM,treated
1098,CEM(nc),143,CEM,control
1099,RAW(nt),140,RAW,treated
1099,RAW(nc),305,RAW,control
1099,MAH(nt),140,MAH,treated
1099,MAH(nc),140,MAH,control
1099,PSC(nt),140,PSC,treated
1099,PSC(nc),140,PSC,control
1099,GEN(nt),140,GEN,treated
1099,GEN(nc),133,GEN,control
1099,CEM(nt),97,CEM,treated
1099,CEM(nc),140,CEM,control
1100,RAW(nt),134,RAW,treated
1100,RAW(nc),311,RAW,control
1100,MAH(nt),134,MAH,treated
1100,MAH(nc),134,MAH,control
1100,PSC(nt),134,PSC,treated
1100,PSC(nc),134,PSC,control
1100,GEN(nt),134,GEN,treated
1100,GEN(nc),130,GEN,control
1100,CEM(nt),75,CEM,treated
1100,CEM(nc),157,CEM,control
1101,RAW(nt),173,RAW,treated
1101,RAW(nc),272,RAW,control
1101,MAH(nt),173,MAH,treated
1101,MAH(nc),173,MAH,control
1101,PSC(nt),173,PSC,treated
1101,PSC(nc),173,PSC,control
1101,GEN(nt),173,GEN,treated
1101,GEN(nc),166,GEN,control
1101,CEM(nt),100,CEM,treated
1101,CEM(nc),157,CEM,control
1102,RAW(nt),150,RAW,treated
1102,RAW(nc),295,RAW,control
1102,MAH(nt),150,MAH,treated
1102,MAH(nc),150,MAH,control
1102,PSC(nt),150,PSC,treated
1102,PSC(nc),150,PSC,control
1102,GEN(nt),150,GEN,treated
1102,GEN(nc),138,GEN,control
1102,CEM(nt),84,CEM,treated
1102,CEM(nc),145,CEM,control
1103,RAW(nt),157,RAW,treated
1103,RAW(nc),288,RAW,control
1103,MAH(nt),157,MAH,treated
1103,MAH(nc),157,MAH,control
1103,PSC(nt),157,PSC,treated
1103,PSC(nc),157,PSC,control
1103,GEN(nt),157,GEN,treated
1103,GEN(nc),138,GEN,control
1103,CEM(nt),90,CEM,treated
1103,CEM(nc),146,CEM,control
1104,RAW(nt),147,RAW,treated
1104,RAW(nc),298,RAW,control
1104,MAH(nt),147,MAH,treated
1104,MAH(nc),147,MAH,control
1104,PSC(nt),147,PSC,treated
1104,PSC(nc),147,PSC,control
1104,GEN(nt),147,GEN,treated
1104,GEN(nc),140,GEN,control
1104,CEM(nt),78,CEM,treated
1104,CEM(nc),149,CEM,control
1105,RAW(nt),160,RAW,treated
1105,RAW(nc),285,RAW,control
1105,MAH(nt),160,MAH,treated
1105,MAH(nc),160,MAH,control
1105,PSC(nt),160,PSC,treated
1105,PSC(nc),160,PSC,control
1105,GEN(nt),160,GEN,treated
1105,GEN(nc),167,GEN,control
1105,CEM(nt),91,CEM,treated
1105,CEM(nc),161,CEM,control
1106,RAW(nt),160,RAW,treated
1106,RAW(nc),285,RAW,control
1106,MAH(nt),160,MAH,treated
1106,MAH(nc),160,MAH,control
1106,PSC(nt),160,PSC,treated
1106,PSC(nc),160,PSC,control
1106,GEN(nt),160,GEN,treated
1106,GEN(nc),134,GEN,control
1106,CEM(nt),95,CEM,treated
1106,CEM(nc),151,CEM,control
1107,RAW(nt),158,RAW,treated
1107,RAW(nc),287,RAW,control
1107,MAH(nt),158,MAH,treated
1107,MAH(nc),158,MAH,control
1107,PSC(nt),158,PSC,treated
1107,PSC(nc),158,PSC,control
1107,GEN(nt),158,GEN,treated
1107,GEN(nc),143,GEN,control
1107,CEM(nt),82,CEM,treated
1107,CEM(nc),166,CEM,control
1108,RAW(nt),152,RAW,treated
1108,RAW(nc),293,RAW,control
1108,MAH(nt),152,MAH,treated
1108,MAH(nc),152,MAH,control
1108,PSC(nt),152,PSC,treated
1108,PSC(nc),152,PSC,control
1108,GEN(nt),152,GEN,treated
1108,GEN(nc),145,GEN,control
1108,CEM(nt),86,CEM,treated
1108,CEM(nc),156,CEM,control
1109,RAW(nt),153,RAW,treated
1109,RAW(nc),292,RAW,control
1109,MAH(nt),153,MAH,treated
1109,MAH(nc),153,MAH,control
1109,PSC(nt),153,PSC,treated
1109,PSC(nc),153,PSC,control
1109,GEN(nt),153,GEN,treated
1109,GEN(nc),148,GEN,control
1109,CEM(nt),89,CEM,treated
1109,CEM(nc),158,CEM,control
1110,RAW(nt),161,RAW,treated
1110,RAW(nc),284,RAW,control
1110,MAH(nt),161,MAH,treated
1110,MAH(nc),161,MAH,control
1110,PSC(nt),161,PSC,treated
1110,PSC(nc),161,PSC,control
1110,GEN(nt),161,GEN,treated
1110,GEN(nc),156,GEN,control
1110,CEM(nt),85,CEM,treated
1110,CEM(nc),155,CEM,control
1111,RAW(nt),155,RAW,treated
1111,RAW(nc),290,RAW,control
1111,MAH(nt),155,MAH,treated
1111,MAH(nc),155,MAH,control
1111,PSC(nt),155,PSC,treated
1111,PSC(nc),155,PSC,control
1111,GEN(nt),155,GEN,treated
1111,GEN(nc),161,GEN,control
1111,CEM(nt),90,CEM,treated
1111,CEM(nc),151,CEM,control
1112,RAW(nt),159,RAW,treated
1112,RAW(nc),286,RAW,control
1112,MAH(nt),159,MAH,treated
1112,MAH(nc),159,MAH,control
1112,PSC(nt),159,PSC,treated
1112,PSC(nc),159,PSC,control
1112,GEN(nt),159,GEN,treated
1112,GEN(nc),152,GEN,control
1112,CEM(nt),82,CEM,treated
1112,CEM(nc),145,CEM,control
1113,RAW(nt),152,RAW,treated
1113,RAW(nc),293,RAW,control
1113,MAH(nt),152,MAH,treated
1113,MAH(nc),152,MAH,control
1113,PSC(nt),152,PSC,treated
1113,PSC(nc),152,PSC,control
1113,GEN(nt),152,GEN,treated
1113,GEN(nc),136,GEN,control
1113,CEM(nt),86,CEM,treated
1113,CEM(nc),156,CEM,control
1114,RAW(nt),164,RAW,treated
1114,RAW(nc),281,RAW,control
1114,MAH(nt),164,MAH,treated
1114,MAH(nc),164,MAH,control
1114,PSC(nt),164,PSC,treated
1114,PSC(nc),164,PSC,control
1114,GEN(nt),164,GEN,treated
1114,GEN(nc),144,GEN,control
1114,CEM(nt),101,CEM,treated
1114,CEM(nc),160,CEM,control
1115,RAW(nt),144,RAW,treated
1115,RAW(nc),301,RAW,control
1115,MAH(nt),144,MAH,treated
1115,MAH(nc),144,MAH,control
1115,PSC(nt),144,PSC,treated
1115,PSC(nc),144,PSC,control
1115,GEN(nt),144,GEN,treated
1115,GEN(nc),142,GEN,control
1115,CEM(nt),79,CEM,treated
1115,CEM(nc),153,CEM,control
1116,RAW(nt),159,RAW,treated
1116,RAW(nc),286,RAW,control
1116,MAH(nt),159,MAH,treated
1116,MAH(nc),159,MAH,control
1116,PSC(nt),159,PSC,treated
1116,PSC(nc),159,PSC,control
1116,GEN(nt),159,GEN,treated
1116,GEN(nc),153,GEN,control
1116,CEM(nt),85,CEM,treated
1116,CEM(nc),150,CEM,control
1117,RAW(nt),147,RAW,treated
1117,RAW(nc),298,RAW,control
1117,MAH(nt),147,MAH,treated
1117,MAH(nc),147,MAH,control
1117,PSC(nt),147,PSC,treated
1117,PSC(nc),147,PSC,control
1117,GEN(nt),147,GEN,treated
1117,GEN(nc),149,GEN,control
1117,CEM(nt),81,CEM,treated
1117,CEM(nc),160,CEM,control
1118,RAW(nt),166,RAW,treated
1118,RAW(nc),279,RAW,control
1118,MAH(nt),166,MAH,treated
1118,MAH(nc),166,MAH,control
1118,PSC(nt),166,PSC,treated
1118,PSC(nc),166,PSC,control
1118,GEN(nt),166,GEN,treated
1118,GEN(nc),155,GEN,control
1118,CEM(nt),105,CEM,treated
1118,CEM(nc),152,CEM,control
1119,RAW(nt),171,RAW,treated
1119,RAW(nc),274,RAW,control
1119,MAH(nt),171,MAH,treated
1119,MAH(nc),171,MAH,control
1119,PSC(nt),171,PSC,treated
1119,PSC(nc),171,PSC,control
1119,GEN(nt),171,GEN,treated
1119,GEN(nc),165,GEN,control
1119,CEM(nt),109,CEM,treated
1119,CEM(nc),139,CEM,control
1120,RAW(nt),143,RAW,treated
1120,RAW(nc),302,RAW,control
1120,MAH(nt),143,MAH,treated
1120,MAH(nc),143,MAH,control
1120,PSC(nt),143,PSC,treated
1120,PSC(nc),143,PSC,control
1120,GEN(nt),143,GEN,treated
1120,GEN(nc),141,GEN,control
1120,CEM(nt),91,CEM,treated
1120,CEM(nc),148,CEM,control
1121,RAW(nt),161,RAW,treated
1121,RAW(nc),284,RAW,control
1121,MAH(nt),161,MAH,treated
1121,MAH(nc),161,MAH,control
1121,PSC(nt),161,PSC,treated
1121,PSC(nc),161,PSC,control
1121,GEN(nt),161,GEN,treated
1121,GEN(nc),156,GEN,control
1121,CEM(nt),87,CEM,treated
1121,CEM(nc),121,CEM,control
1122,RAW(nt),143,RAW,treated
1122,RAW(nc),302,RAW,control
1122,MAH(nt),143,MAH,treated
1122,MAH(nc),143,MAH,control
1122,PSC(nt),143,PSC,treated
1122,PSC(nc),143,PSC,control
1122,GEN(nt),143,GEN,treated
1122,GEN(nc),144,GEN,control
1122,CEM(nt),77,CEM,treated
1122,CEM(nc),153,CEM,control
1123,RAW(nt),148,RAW,treated
1123,RAW(nc),297,RAW,control
1123,MAH(nt),148,MAH,treated
1123,MAH(nc),148,MAH,control
1123,PSC(nt),148,PSC,treated
1123,PSC(nc),148,PSC,control
1123,GEN(nt),148,GEN,treated
1123,GEN(nc),153,GEN,control
1123,CEM(nt),82,CEM,treated
1123,CEM(nc),169,CEM,control
1124,RAW(nt),152,RAW,treated
1124,RAW(nc),293,RAW,control
1124,MAH(nt),152,MAH,treated
1124,MAH(nc),152,MAH,control
1124,PSC(nt),152,PSC,treated
1124,PSC(nc),152,PSC,control
1124,GEN(nt),152,GEN,treated
1124,GEN(nc),153,GEN,control
1124,CEM(nt),88,CEM,treated
1124,CEM(nc),158,CEM,control
1125,RAW(nt),147,RAW,treated
1125,RAW(nc),298,RAW,control
1125,MAH(nt),147,MAH,treated
1125,MAH(nc),147,MAH,control
1125,PSC(nt),147,PSC,treated
1125,PSC(nc),147,PSC,control
1125,GEN(nt),147,GEN,treated
1125,GEN(nc),147,GEN,control
1125,CEM(nt),93,CEM,treated
1125,CEM(nc),157,CEM,control
1126,RAW(nt),168,RAW,treated
1126,RAW(nc),277,RAW,control
1126,MAH(nt),168,MAH,treated
1126,MAH(nc),168,MAH,control
1126,PSC(nt),168,PSC,treated
1126,PSC(nc),168,PSC,control
1126,GEN(nt),168,GEN,treated
1126,GEN(nc),146,GEN,control
1126,CEM(nt),95,CEM,treated
1126,CEM(nc),156,CEM,control
1127,RAW(nt),141,RAW,treated
1127,RAW(nc),304,RAW,control
1127,MAH(nt),141,MAH,treated
1127,MAH(nc),141,MAH,control
1127,PSC(nt),141,PSC,treated
1127,PSC(nc),141,PSC,control
1127,GEN(nt),141,GEN,treated
1127,GEN(nc),157,GEN,control
1127,CEM(nt),84,CEM,treated
1127,CEM(nc),171,CEM,control
1128,RAW(nt),157,RAW,treated
1128,RAW(nc),288,RAW,control
1128,MAH(nt),157,MAH,treated
1128,MAH(nc),157,MAH,control
1128,PSC(nt),157,PSC,treated
