sim,method,seconds
212,GEN,27.912999999999556
212,CEM,0.3040000000000873
213,MAH,0.027000000000043656
213,PSC,0.023000000000138243
213,GEN,22.47900000000027
213,CEM,0.30099999999947613
214,MAH,0.02400000000034197
214,PSC,0.019999999999527063
214,GEN,40.347999999999956
214,CEM,0.28800000000046566
215,MAH,0.026000000000749424
215,PSC,0.021999999999934516
215,GEN,19.5649999999996
215,CEM,0.30200000000058935
216,MAH,0.024999999999636202
216,PSC,0.021000000000640284
216,GEN,16.32299999999941
216,CEM,0.29399999999986903
217,MAH,0.023999999999432475
217,PSC,0.019999999999527063
217,GEN,13.149999999999636
217,CEM,0.2890000000006694
218,MAH,0.021999999999934516
218,PSC,0.019999999999527063
218,GEN,18.905000000000655
218,CEM,0.2849999999998545
219,MAH,0.02599999999983993
219,PSC,0.023000000000138243
219,GEN,18.319000000000415
219,CEM,0.29799999999977445
220,MAH,0.03299999999944703
220,PSC,0.02699999999913416
220,GEN,25.10699999999997
220,CEM,0.3350000000000364
221,MAH,0.024999999999636202
221,PSC,0.02199999999902502
221,GEN,19.722000000000662
221,CEM,0.30899999999928696
222,MAH,0.025000000000545697
222,PSC,0.021999999999934516
222,GEN,33.36400000000049
222,CEM,0.29500000000007276
223,MAH,0.02599999999983993
223,PSC,0.02200000000084401
223,GEN,22.08599999999933
223,CEM,0.28399999999965075
224,MAH,0.023999999999432475
224,PSC,0.02099999999973079
224,GEN,18.248999999999796
224,CEM,0.29399999999986903
225,MAH,0.026000000000749424
225,PSC,0.021999999999934516
225,GEN,33.1279999999997
225,CEM,0.3029999999998836
226,MAH,0.023999999999432475
226,PSC,0.025000000000545697
226,GEN,30.85899999999947
226,CEM,0.3040000000000873
227,MAH,0.024999999999636202
227,PSC,0.02299999999922875
227,GEN,22.92700000000059
227,CEM,0.30900000000019645
228,MAH,0.023000000000138243
228,PSC,0.021000000000640284
228,GEN,31.86200000000008
228,CEM,0.3040000000000873
229,MAH,0.02400000000034197
229,PSC,0.021999999999934516
229,GEN,14.234999999999673
229,CEM,0.3000000000001819
230,MAH,0.02599999999983993
230,PSC,0.02599999999983993
230,GEN,20.449999999999818
230,CEM,0.31300000000010186
231,MAH,0.025000000000545697
231,PSC,0.02099999999973079
231,GEN,38.90800000000036
231,CEM,0.26199999999971624
232,MAH,0.02599999999983993
232,PSC,0.021999999999934516
232,GEN,11.829999999999927
232,CEM,0.3360000000002401
233,MAH,0.026000000000749424
233,PSC,0.021999999999934516
233,GEN,27.201000000000022
233,CEM,0.31599999999980355
234,MAH,0.02599999999983993
234,PSC,0.02099999999973079
234,GEN,17.175999999999476
234,CEM,0.3350000000000364
235,MAH,0.027000000000043656
235,PSC,0.021999999999934516
235,GEN,32.943999999999505
235,CEM,0.32300000000032014
236,MAH,0.024999999999636202
236,PSC,0.02400000000034197
236,GEN,22.36999999999989
236,CEM,0.2930000000005748
237,MAH,0.03099999999994907
237,PSC,0.023000000000138243
237,GEN,19.126999999999498
237,CEM,0.2899999999999636
