sim,method,seconds
1262,PSC,0.014999999999417923
1262,GEN,22.354999999999563
1262,CEM,0.21600000000034925
1263,MAH,0.01900000000023283
1263,PSC,0.01600000000325963
1263,GEN,8.851000000002387
1263,CEM,0.22999999999956344
1264,MAH,0.018000000000029104
1264,PSC,0.016999999996187398
1264,GEN,11.231999999999971
1264,CEM,0.23400000000037835
1265,MAH,0.020000000000436557
1265,PSC,0.017000000003463356
1265,GEN,18.901999999998225
1265,CEM,0.2530000000006112
1266,MAH,0.01900000000023283
1266,PSC,0.016999999999825377
1266,GEN,26.0470000000023
1266,CEM,0.22100000000136788
1267,MAH,0.018000000000029104
1267,PSC,0.01599999999962165
1267,GEN,24.229999999999563
1267,CEM,0.22299999999813735
1268,MAH,0.016999999999825377
1268,PSC,0.016999999999825377
1268,GEN,20.006000000001222
1268,CEM,0.21600000000034925
1269,MAH,0.016999999999825377
1269,PSC,0.016999999999825377
1269,GEN,13
1269,CEM,0.21500000000014552
1270,MAH,0.0290000000022701
1270,PSC,0.018000000000029104
1270,GEN,19.604999999999563
1270,CEM,0.22399999999834108
1271,MAH,0.02200000000084401
1271,PSC,0.018000000003667083
1271,GEN,12.935999999997875
1271,CEM,0.2620000000024447
1272,MAH,0.01900000000023283
1272,PSC,0.01600000000325963
1272,GEN,18.118999999998778
1272,CEM,0.22399999999834108
1273,MAH,0.01900000000023283
1273,PSC,0.01600000000325963
1273,GEN,18.379000000000815
1273,CEM,0.20899999999892316
1274,MAH,0.016999999999825377
1274,PSC,0.01599999999962165
1274,GEN,21.562999999998283
1274,CEM,0.23400000000037835
1275,MAH,0.01900000000023283
1275,PSC,0.01599999999962165
1275,GEN,9.81300000000192
1275,CEM,0.24899999999979627
1276,MAH,0.017000000003463356
1276,PSC,0.014999999999417923
1276,GEN,24.337999999999738
1276,CEM,0.21000000000276486
1277,MAH,0.018000000000029104
1277,PSC,0.017000000003463356
1277,GEN,17.225000000002183
1277,CEM,0.21899999999732245
1278,MAH,0.01900000000023283
1278,PSC,0.016999999999825377
1278,GEN,23.240999999998166
1278,CEM,0.22899999999935972
1279,MAH,0.020000000000436557
1279,PSC,0.01600000000325963
1279,GEN,13.791000000001077
1279,CEM,0.23500000000058208
1280,MAH,0.016999999999825377
1280,PSC,0.01600000000325963
1280,GEN,15.992999999998574
1280,CEM,0.21900000000096043
1281,MAH,0.018000000000029104
1281,PSC,0.01599999999962165
1281,GEN,25.89300000000003
1281,CEM,0.24600000000282307
1282,MAH,0.018000000000029104
1282,PSC,0.01599999999962165
1282,GEN,25.003999999997177
1282,CEM,0.23099999999976717
1283,MAH,0.018000000000029104
1283,PSC,0.016999999999825377
1283,GEN,18.838999999999942
1283,CEM,0.2430000000022119
1284,MAH,0.018000000000029104
1284,PSC,0.01600000000325963
1284,GEN,7.458999999998923
1284,CEM,0.21700000000055297
1285,MAH,0.01900000000023283
1285,PSC,0.016999999999825377
1285,GEN,9.991000000001804
1285,CEM,0.22199999999793363
1286,MAH,0.021000000000640284
1286,PSC,0.018000000000029104
1286,GEN,14.455999999998312
1286,CEM,0.24200000000200816
1287,MAH,0.021000000000640284
1287,PSC,0.01600000000325963
1287,GEN,20.00199999999677
1287,CEM,0.22100000000136788
1288,MAH,0.016999999999825377
1288,PSC,0.014000000002852175
1288,GEN,19.346999999997934
1288,CEM,0.19399999999950523
1289,MAH,0.018000000000029104
1289,PSC,0.017999999996391125
1289,GEN,15.102999999999156
1289,CEM,0.20799999999871943
1290,MAH,0.018000000000029104
1290,PSC,0.016999999999825377
1290,GEN,12.044000000001688
1290,CEM,0.2139999999999418
1291,MAH,0.020000000000436557
1291,PSC,0.017000000003463356
1291,GEN,8.18800000000192
1291,CEM,0.216999999996915
1292,MAH,0.01900000000023283
1292,PSC,0.016999999999825377
1292,GEN,28.497999999999593
1292,CEM,0.23799999999755528
1293,MAH,0.01900000000023283
1293,PSC,0.018000000000029104
1293,GEN,17.96600000000035
1293,CEM,0.20600000000194996
1294,MAH,0.023000000001047738
1294,PSC,0.016999999999825377
1294,GEN,16.313999999998487
1294,CEM,0.24699999999938882
1295,MAH,0.020000000000436557
1295,PSC,0.017000000003463356
1295,GEN,12.720000000001164
1295,CEM,0.23699999999735155
1296,MAH,0.02200000000084401
1296,PSC,0.017000000003463356
1296,GEN,17.804000000000087
1296,CEM,0.24699999999938882
1297,MAH,0.018000000000029104
1297,PSC,0.016999999999825377
1297,GEN,16.668000000001484
1297,CEM,0.2180000000007567
1298,MAH,0.01900000000023283
1298,PSC,0.016999999999825377
1298,GEN,21.54500000000189
1298,CEM,0.20900000000256114
1299,MAH,0.018000000000029104
1299,PSC,0.01599999999598367
1299,GEN,15.041000000001077
1299,CEM,0.2180000000007567
1300,MAH,0.01900000000023283
1300,PSC,0.018000000000029104
1300,GEN,18.395999999997002
1300,CEM,0.22299999999813735
1301,MAH,0.021000000000640284
1301,PSC,0.016999999999825377
1301,GEN,34.61399999999776
1301,CEM,0.22699999999895226
1302,MAH,0.01900000000023283
1302,PSC,0.016999999996187398
1302,GEN,16.97099999999773
1302,CEM,0.2360000000007858
1303,MAH,0.018000000000029104
1303,PSC,0.016999999999825377
1303,GEN,26.538000000000466
1303,CEM,0.22999999999956344
1304,MAH,0.01900000000023283
1304,PSC,0.015000000003055902
1304,GEN,20.132999999997992
1304,CEM,0.21299999999973807
1305,MAH,0.018000000000029104
1305,PSC,0.016999999999825377
1305,GEN,14.751000000000204
1305,CEM,0.21700000000055297
1306,MAH,0.01900000000023283
1306,PSC,0.01599999999962165
1306,GEN,13.59400000000096
1306,CEM,0.22599999999874854
1307,MAH,0.020000000000436557
1307,PSC,0.01600000000325963
1307,GEN,22.40400000000227
1307,CEM,0.22100000000136788
1308,MAH,0.017999999996391125
1308,PSC,0.01599999999962165
1308,GEN,12.231999999999971
1308,CEM,0.21600000000034925
1309,MAH,0.01900000000023283
1309,PSC,0.01600000000325963
1309,GEN,14.175999999999476
1309,CEM,0.22999999999956344
1310,MAH,0.021000000000640284
1310,PSC,0.016999999996187398
1310,GEN,17.12199999999939
1310,CEM,0.23400000000037835
1311,MAH,0.01900000000023283
1311,PSC,0.01600000000325963
1311,GEN,21.064000000002125
1311,CEM,0.23099999999976717
1312,MAH,0.018000000000029104
1312,PSC,0.016999999999825377
1312,GEN,10.947000000000116
1312,CEM,0.2249999999985448
1313,MAH,0.020000000000436557
1313,PSC,0.016999999999825377
1313,GEN,24.965000000000146
1313,CEM,0.21900000000096043
1314,MAH,0.01900000000023283
1314,PSC,0.01599999999962165
1314,GEN,18.800999999999476
1314,CEM,0.21600000000034925
1315,MAH,0.018000000000029104
1315,PSC,0.01600000000325963
1315,GEN,17.13799999999901
1315,CEM,0.2209999999977299
1316,MAH,0.021000000000640284
1316,PSC,0.018000000000029104
1316,GEN,24.854999999999563
1316,CEM,0.2209999999977299
1317,MAH,0.02200000000084401
1317,PSC,0.016999999999825377
1317,GEN,12.347000000001572
1317,CEM,0.2669999999998254
1318,MAH,0.01900000000023283
1318,PSC,0.01599999999598367
1318,GEN,18.31999999999971
1318,CEM,0.22399999999834108
1319,MAH,0.018000000000029104
1319,PSC,0.016999999999825377
1319,GEN,13.514999999999418
1319,CEM,0.2220000000015716
1320,MAH,0.01900000000023283
1320,PSC,0.016999999999825377
1320,GEN,38.952000000001135
1320,CEM,0.20999999999912689
1321,MAH,0.01900000000023283
1321,PSC,0.016999999999825377
1321,GEN,27.386999999998807
1321,CEM,0.22899999999935972
1322,MAH,0.01900000000023283
1322,PSC,0.01599999999962165
1322,GEN,15.552999999999884
1322,CEM,0.23799999999755528
1323,MAH,0.018000000000029104
1323,PSC,0.016999999999825377
1323,GEN,11.230000000003201
1323,CEM,0.2249999999985448
1324,MAH,0.018000000000029104
1324,PSC,0.015000000003055902
1324,GEN,18.00800000000163
1324,CEM,0.20799999999871943
1325,MAH,0.016999999999825377
1325,PSC,0.014999999999417923
1325,GEN,21.476999999998952
1325,CEM,0.21799999999711872
1326,MAH,0.01599999999962165
1326,PSC,0.01599999999962165
1326,GEN,21.837999999999738
1326,CEM,0.22299999999813735
1327,MAH,0.020000000000436557
1327,PSC,0.016999999999825377
1327,GEN,40.54699999999866
1327,CEM,0.2249999999985448
1328,MAH,0.020000000000436557
1328,PSC,0.01600000000325963
1328,GEN,19.525000000001455
1328,CEM,0.2250000000021828
1329,MAH,0.01900000000023283
1329,PSC,0.017000000003463356
1329,GEN,10.805000000000291
1329,CEM,0.22899999999935972
1330,MAH,0.01900000000023283
1330,PSC,0.01599999999598367
1330,GEN,12.663000000000466
1330,CEM,0.227999999999156
1331,MAH,0.016999999999825377
1331,PSC,0.014999999999417923
1331,GEN,14.638999999999214
1331,CEM,0.23099999999976717
1332,MAH,0.018000000000029104
1332,PSC,0.016999999999825377
1332,GEN,13.02100000000064
1332,CEM,0.21600000000034925
1333,MAH,0.01900000000023283
1333,PSC,0.017000000003463356
1333,GEN,28.50300000000061
1333,CEM,0.2180000000007567
1334,MAH,0.01900000000023283
1334,PSC,0.016999999999825377
1334,GEN,14.710000000002765
1334,CEM,0.2360000000007858
1335,MAH,0.020000000000436557
1335,PSC,0.01599999999962165
1335,GEN,21.23199999999997
1335,CEM,0.22599999999874854
1336,MAH,0.01900000000023283
1336,PSC,0.01900000000023283
1336,GEN,16.674999999999272
1336,CEM,0.22899999999935972
1337,MAH,0.01900000000023283
1337,PSC,0.01599999999962165
1337,GEN,17.31999999999971
1337,CEM,0.22000000000116415
1338,MAH,0.01900000000023283
1338,PSC,0.016999999999825377
1338,GEN,17.392000000003463
1338,CEM,0.2250000000021828
1339,MAH,0.021000000000640284
1339,PSC,0.01900000000023283
1339,GEN,27.92199999999866
1339,CEM,0.25799999999799184
1340,MAH,0.01900000000023283
1340,PSC,0.017000000003463356
1340,GEN,16.437000000001717
1340,CEM,0.2319999999999709
1341,MAH,0.01900000000023283
1341,PSC,0.014999999995779945
1341,GEN,9.86699999999837
1341,CEM,0.22899999999935972
1342,MAH,0.018000000000029104
1342,PSC,0.01600000000325963
1342,GEN,22.4220000000023
1342,CEM,0.24500000000261934
1343,MAH,0.01900000000023283
1343,PSC,0.01599999999962165
1343,GEN,18.007999999997992
1343,CEM,0.2139999999999418
1344,MAH,0.018000000000029104
1344,PSC,0.016999999999825377
1344,GEN,21.369000000002416
1344,CEM,0.22000000000116415
1345,MAH,0.018000000000029104
1345,PSC,0.01599999999962165
1345,GEN,14.650000000001455
1345,CEM,0.2180000000007567
1346,MAH,0.016999999999825377
1346,PSC,0.014999999995779945
1346,GEN,7.519999999996799
1346,CEM,0.2319999999999709
1347,MAH,0.020000000000436557
1347,PSC,0.017000000003463356
1347,GEN,10.02299999999741
1347,CEM,0.22300000000177533
1348,MAH,0.018999999996594852
1348,PSC,0.01600000000325963
1348,GEN,15.203999999997905
1348,CEM,0.2360000000007858
1349,MAH,0.01900000000023283
1349,PSC,0.01599999999962165
1349,GEN,18.368000000002212
1349,CEM,0.22599999999874854
1350,MAH,0.01900000000023283
1350,PSC,0.017000000003463356
1350,GEN,10.291000000001077
1350,CEM,0.22600000000238651
1351,MAH,0.01900000000023283
1351,PSC,0.017000000003463356
1351,GEN,15.59100000000035
1351,CEM,0.22400000000197906
1352,MAH,0.016999999999825377
1352,PSC,0.014000000002852175
1352,GEN,37.85599999999977
1352,CEM,0.22699999999895226
1353,MAH,0.01599999999962165
1353,PSC,0.014999999999417923
1353,GEN,24.18499999999767
1353,CEM,0.20700000000215368
1354,MAH,0.01900000000023283
1354,PSC,0.01599999999962165
1354,GEN,38.53399999999965
1354,CEM,0.25500000000101863
1355,MAH,0.018999999996594852
1355,PSC,0.01599999999962165
1355,GEN,15.153999999998632
1355,CEM,0.22400000000197906
1356,MAH,0.01900000000023283
1356,PSC,0.01599999999962165
1356,GEN,9.672999999998865
1356,CEM,0.22399999999834108
1357,MAH,0.01900000000023283
1357,PSC,0.01599999999962165
1357,GEN,21.099999999998545
1357,CEM,0.22000000000116415
1358,MAH,0.01900000000023283
1358,PSC,0.018000000000029104
1358,GEN,18.40700000000288
1358,CEM,0.22199999999793363
1359,MAH,0.020000000000436557
1359,PSC,0.01599999999962165
1359,GEN,13.169000000001688
1359,CEM,0.21900000000096043
1360,MAH,0.01900000000023283
1360,PSC,0.01599999999962165
1360,GEN,9.454000000001543
1360,CEM,0.21899999999732245
1361,MAH,0.01900000000023283
1361,PSC,0.01599999999962165
1361,GEN,15.623999999999796
1361,CEM,0.22899999999935972
1362,MAH,0.01999999999679858
1362,PSC,0.01599999999598367
1362,GEN,8.668000000001484
1362,CEM,0.22100000000136788
1363,MAH,0.01900000000023283
1363,PSC,0.014999999999417923
1363,GEN,18.028999999998632
1363,CEM,0.20500000000174623
1364,MAH,0.01900000000023283
1364,PSC,0.016999999999825377
1364,GEN,6.769000000000233
1364,CEM,0.22000000000116415
1365,MAH,0.01900000000023283
1365,PSC,0.01599999999962165
1365,GEN,9.871999999999389
1365,CEM,0.22199999999793363
1366,MAH,0.01900000000023283
1366,PSC,0.01599999999962165
1366,GEN,9.600999999998749
1366,CEM,0.22300000000177533
1367,MAH,0.01900000000023283
1367,PSC,0.016999999999825377
1367,GEN,20.876000000000204
1367,CEM,0.21799999999711872
1368,MAH,0.020000000000436557
1368,PSC,0.016999999999825377
1368,GEN,33.10199999999895
1368,CEM,0.21799999999711872
1369,MAH,0.01900000000023283
1369,PSC,0.01599999999598367
1369,GEN,10.310999999997875
1369,CEM,0.21899999999732245
1370,MAH,0.018000000000029104
1370,PSC,0.016999999999825377
1370,GEN,8.081999999998516
1370,CEM,0.2400000000016007
1371,MAH,0.01900000000023283
1371,PSC,0.016999999999825377
1371,GEN,9.775000000001455
1371,CEM,0.22899999999935972
1372,MAH,0.018000000000029104
1372,PSC,0.01599999999962165
1372,GEN,8.643999999996595
1372,CEM,0.26900000000023283
1373,MAH,0.01900000000023283
1373,PSC,0.01599999999962165
1373,GEN,17.622999999999593
1373,CEM,0.21700000000055297
1374,MAH,0.01900000000023283
1374,PSC,0.01599999999962165
1374,GEN,21.011999999998807
1374,CEM,0.22699999999895226
1375,MAH,0.018000000000029104
1375,PSC,0.01599999999962165
1375,GEN,15.007000000001426
1375,CEM,0.2220000000015716
1376,MAH,0.018000000000029104
1376,PSC,0.016999999996187398
1376,GEN,16.152000000001863
1376,CEM,0.21600000000034925
1377,MAH,0.018000000000029104
1377,PSC,0.014999999999417923
1377,GEN,20.177999999999884
1377,CEM,0.22999999999956344
1378,MAH,0.01900000000023283
1378,PSC,0.01599999999962165
1378,GEN,30.489000000001397
1378,CEM,0.21900000000096043
1379,MAH,0.020000000000436557
1379,PSC,0.018000000000029104
1379,GEN,23.818999999999505
1379,CEM,0.22999999999956344
1380,MAH,0.01900000000023283
1380,PSC,0.014999999999417923
1380,GEN,8.0099999999984
1380,CEM,0.22899999999935972
1381,MAH,0.01900000000023283
1381,PSC,0.016999999999825377
1381,GEN,12.190999999998894
1381,CEM,0.22699999999895226
1382,MAH,0.01900000000023283
1382,PSC,0.01599999999962165
1382,GEN,13.32300000000032
1382,CEM,0.23700000000098953
1383,MAH,0.01900000000023283
1383,PSC,0.01599999999962165
1383,GEN,17.657999999999447
1383,CEM,0.2139999999999418
1384,MAH,0.023000000001047738
1384,PSC,0.016999999999825377
1384,GEN,29.570999999999913
1384,CEM,0.24899999999979627
1385,MAH,0.020000000000436557
1385,PSC,0.018000000000029104
1385,GEN,29.751000000000204
1385,CEM,0.2529999999969732
1386,MAH,0.01900000000023283
1386,PSC,0.016999999999825377
1386,GEN,11.440999999998894
1386,CEM,0.2639999999992142
1387,MAH,0.016999999999825377
1387,PSC,0.014999999999417923
1387,GEN,12.834999999999127
1387,CEM,0.2220000000015716
1388,MAH,0.018000000000029104
1388,PSC,0.016999999999825377
1388,GEN,16.221999999997934
1388,CEM,0.2209999999977299
1389,MAH,0.018000000000029104
1389,PSC,0.016999999999825377
1389,GEN,30.308000000000902
1389,CEM,0.2040000000015425
1390,MAH,0.018000000000029104
1390,PSC,0.016999999999825377
1390,GEN,12.239999999997963
1390,CEM,0.22699999999895226
1391,MAH,0.04099999999743886
1391,PSC,0.018000000000029104
1391,GEN,13.101999999998952
1391,CEM,0.25600000000122236
1392,MAH,0.01900000000023283
1392,PSC,0.018999999996594852
1392,GEN,49.082000000002154
1392,CEM,0.21999999999752617
1393,MAH,0.018000000000029104
1393,PSC,0.013999999995576218
1393,GEN,14.424999999999272
1393,CEM,0.21300000000337604
1394,MAH,0.01900000000023283
1394,PSC,0.01599999999962165
1394,GEN,22.48199999999997
1394,CEM,0.22100000000136788
1395,MAH,0.01900000000023283
1395,PSC,0.014000000002852175
1395,GEN,22.735000000000582
1395,CEM,0.2319999999999709
1396,MAH,0.01900000000023283
1396,PSC,0.020999999997002305
1396,GEN,15.40599999999904
1396,CEM,0.22400000000197906
1397,MAH,0.01900000000023283
1397,PSC,0.01599999999962165
1397,GEN,23.57300000000032
1397,CEM,0.2220000000015716
1398,MAH,0.020000000000436557
1398,PSC,0.018000000000029104
1398,GEN,16.375
1398,CEM,0.23099999999976717
1399,MAH,0.018000000000029104
1399,PSC,0.014000000002852175
1399,GEN,20.22099999999773
1399,CEM,0.227999999999156
1400,MAH,0.01900000000023283
1400,PSC,0.01599999999962165
1400,GEN,25.845000000001164
1400,CEM,0.21799999999711872
1401,MAH,0.020000000000436557
1401,PSC,0.018000000000029104
1401,GEN,24.17199999999866
1401,CEM,0.22199999999793363
1402,MAH,0.020000000000436557
1402,PSC,0.01600000000325963
1402,GEN,32.53399999999965
1402,CEM,0.25
1403,MAH,0.018000000000029104
1403,PSC,0.015000000003055902
1403,GEN,16.080999999998312
1403,CEM,0.22699999999895226
1404,MAH,0.01900000000023283
1404,PSC,0.016999999999825377
1404,GEN,10.63300000000163
1404,CEM,0.21999999999752617
1405,MAH,0.016999999999825377
1405,PSC,0.014999999999417923
1405,GEN,13.18999999999869
1405,CEM,0.22599999999874854
1406,MAH,0.018000000000029104
1406,PSC,0.01600000000325963
1406,GEN,10.0779999999977
1406,CEM,0.22699999999895226
1407,MAH,0.020000000000436557
1407,PSC,0.016999999999825377
1407,GEN,13.171000000002095
1407,CEM,0.22400000000197906
1408,MAH,0.01900000000023283
1408,PSC,0.016999999999825377
1408,GEN,11.190000000002328
1408,CEM,0.22399999999834108
1409,MAH,0.020000000000436557
1409,PSC,0.014999999999417923
1409,GEN,34.36499999999796
1409,CEM,0.22399999999834108
1410,MAH,0.01900000000023283
1410,PSC,0.016999999999825377
1410,GEN,10.458999999998923
1410,CEM,0.22399999999834108
1411,MAH,0.018000000000029104
1411,PSC,0.016999999996187398
1411,GEN,16.272000000000844
1411,CEM,0.24099999999816646
1412,MAH,0.01599999999962165
1412,PSC,0.014999999995779945
1412,GEN,19.111000000000786
1412,CEM,0.21600000000034925
1413,MAH,0.01900000000023283
1413,PSC,0.01600000000325963
1413,GEN,23.5099999999984
1413,CEM,0.22299999999813735
1414,MAH,0.020000000000436557
1414,PSC,0.01599999999962165
1414,GEN,24.656999999999243
1414,CEM,0.21199999999953434
1415,MAH,0.028000000002066372
1415,PSC,0.01900000000023283
1415,GEN,17.060999999997875
1415,CEM,0.22599999999874854
1416,MAH,0.01900000000023283
1416,PSC,0.01599999999962165
1416,GEN,41.49499999999898
1416,CEM,0.22300000000177533
1417,MAH,0.01900000000023283
1417,PSC,0.013999999999214197
1417,GEN,20.020000000000437
1417,CEM,0.227999999999156
1418,MAH,0.01900000000023283
1418,PSC,0.02200000000084401
1418,GEN,8.515999999999622
1418,CEM,0.22899999999935972
1419,MAH,0.01900000000023283
1419,PSC,0.01599999999962165
1419,GEN,13.197000000000116
1419,CEM,0.22999999999956344
1420,MAH,0.01900000000023283
1420,PSC,0.01599999999962165
1420,GEN,21.018999999996595
1420,CEM,0.227999999999156
1421,MAH,0.016999999999825377
1421,PSC,0.016999999999825377
1421,GEN,14.327000000001135
1421,CEM,0.21900000000096043
1422,MAH,0.021000000000640284
1422,PSC,0.016999999999825377
1422,GEN,17.052999999999884
1422,CEM,0.22600000000238651
1423,MAH,0.018000000000029104
1423,PSC,0.01599999999962165
1423,GEN,18.30199999999968
1423,CEM,0.24899999999979627
1424,MAH,0.018999999996594852
1424,PSC,0.016999999999825377
1424,GEN,18.309000000001106
1424,CEM,0.23300000000017462
1425,MAH,0.01900000000023283
1425,PSC,0.017000000003463356
1425,GEN,10.960000000002765
1425,CEM,0.227999999999156
1426,MAH,0.018000000000029104
1426,PSC,0.01599999999962165
1426,GEN,23.14300000000003
1426,CEM,0.2069999999985157
1427,MAH,0.01900000000023283
1427,PSC,0.015000000003055902
1427,GEN,21.809000000001106
1427,CEM,0.21600000000034925
1428,MAH,0.016999999999825377
1428,PSC,0.01599999999962165
1428,GEN,25.987999999997555
1428,CEM,0.1849999999976717
1429,MAH,0.02200000000084401
1429,PSC,0.020000000004074536
1429,GEN,16.00300000000061
1429,CEM,0.23300000000017462
1430,MAH,0.018999999996594852
1430,PSC,0.016999999999825377
1430,GEN,13.201000000000931
1430,CEM,0.22600000000238651
1431,MAH,0.018000000000029104
1431,PSC,0.014999999995779945
1431,GEN,18.419000000001688
1431,CEM,0.23099999999976717
1432,MAH,0.020000000000436557
1432,PSC,0.01600000000325963
1432,GEN,15.212000000003172
1432,CEM,0.2249999999985448
1433,MAH,0.020000000000436557
1433,PSC,0.01599999999962165
1433,GEN,11.022000000000844
1433,CEM,0.2220000000015716
1434,MAH,0.01900000000023283
1434,PSC,0.016999999999825377
1434,GEN,27.34400000000096
1434,CEM,0.227999999999156
1435,MAH,0.01900000000023283
1435,PSC,0.01599999999962165
1435,GEN,23.0679999999993
1435,CEM,0.22100000000136788
1436,MAH,0.01900000000023283
1436,PSC,0.016999999999825377
1436,GEN,8.220000000001164
1436,CEM,0.20199999999749707
1437,MAH,0.021000000000640284
1437,PSC,0.01599999999962165
1437,GEN,15.290000000000873
1437,CEM,0.21900000000096043
1438,MAH,0.020000000000436557
1438,PSC,0.017000000003463356
1438,GEN,19.120999999999185
1438,CEM,0.23099999999976717
1439,MAH,0.020000000000436557
1439,PSC,0.018000000000029104
1439,GEN,17.131000000001222
1439,CEM,0.24799999999959255
1440,MAH,0.018000000000029104
1440,PSC,0.016999999999825377
1440,GEN,25.47399999999834
1440,CEM,0.2580000000016298
1441,MAH,0.01900000000023283
1441,PSC,0.01600000000325963
1441,GEN,14.651000000001659
1441,CEM,0.2249999999985448
1442,MAH,0.01900000000023283
1442,PSC,0.016999999996187398
1442,GEN,10.166000000001077
1442,CEM,0.2249999999985448
1443,MAH,0.01900000000023283
1443,PSC,0.01900000000023283
1443,GEN,11.431000000000495
1443,CEM,0.2080000000023574
1444,MAH,0.01599999999962165
1444,PSC,0.01599999999962165
1444,GEN,15.876000000000204
1444,CEM,0.22300000000177533
1445,MAH,0.01900000000023283
1445,PSC,0.01599999999598367
1445,GEN,11.306000000000495
1445,CEM,0.2400000000016007
1446,MAH,0.020000000000436557
1446,PSC,0.01599999999962165
1446,GEN,13.836999999999534
1446,CEM,0.2459999999991851
1447,MAH,0.016999999999825377
1447,PSC,0.01600000000325963
1447,GEN,23.05999999999767
1447,CEM,0.22000000000116415
1448,MAH,0.01900000000023283
1448,PSC,0.01599999999962165
1448,GEN,33.20899999999892
1448,CEM,0.2360000000007858
1449,MAH,0.018000000000029104
1449,PSC,0.016999999999825377
1449,GEN,14.627999999996973
1449,CEM,0.23500000000058208
1450,MAH,0.018000000000029104
1450,PSC,0.01599999999598367
1450,GEN,27.129000000000815
1450,CEM,0.22199999999793363
1451,MAH,0.01900000000023283
1451,PSC,0.01599999999962165
1451,GEN,14.09100000000035
1451,CEM,0.21500000000014552
1452,MAH,0.01599999999962165
1452,PSC,0.01600000000325963
1452,GEN,22.698999999996886
1452,CEM,0.227999999999156
1453,MAH,0.020000000000436557
1453,PSC,0.01599999999962165
1453,GEN,15.551000000003114
1453,CEM,0.21899999999732245
1454,MAH,0.01900000000023283
1454,PSC,0.01600000000325963
1454,GEN,24.881000000001222
1454,CEM,0.227999999999156
1455,MAH,0.01900000000023283
1455,PSC,0.016999999999825377
1455,GEN,22.60399999999936
1455,CEM,0.2250000000021828
1456,MAH,0.01900000000023283
1456,PSC,0.014999999999417923
1456,GEN,39.37199999999939
1456,CEM,0.22300000000177533
1457,MAH,0.01900000000023283
1457,PSC,0.016999999999825377
1457,GEN,18.35900000000038
1457,CEM,0.22100000000136788
1458,MAH,0.018000000000029104
1458,PSC,0.016999999999825377
1458,GEN,31.72200000000157
1458,CEM,0.21299999999973807
1459,MAH,0.01900000000023283
1459,PSC,0.01600000000325963
1459,GEN,20.550999999999476
1459,CEM,0.2139999999999418
1460,MAH,0.020000000000436557
1460,PSC,0.01600000000325963
1460,GEN,19.757000000001426
1460,CEM,0.2360000000007858
1461,MAH,0.01900000000023283
1461,PSC,0.01599999999962165
1461,GEN,18.461999999999534
1461,CEM,0.2180000000007567
1462,MAH,0.01900000000023283
1462,PSC,0.017999999996391125
1462,GEN,24.704000000001543
1462,CEM,0.2250000000021828
1463,MAH,0.018000000000029104
1463,PSC,0.015000000003055902
1463,GEN,17.0779999999977
1463,CEM,0.22000000000116415
1464,MAH,0.018000000000029104
1464,PSC,0.020000000000436557
1464,GEN,14.559999999997672
1464,CEM,0.23500000000058208
1465,MAH,0.020000000000436557
1465,PSC,0.01599999999962165
1465,GEN,21.375
1465,CEM,0.227999999999156
1466,MAH,0.01900000000023283
1466,PSC,0.01599999999962165
1466,GEN,16.645999999997002
1466,CEM,0.21999999999752617
1467,MAH,0.018000000000029104
1467,PSC,0.015000000003055902
1467,GEN,16.368999999998778
1467,CEM,0.21900000000096043
1468,MAH,0.018000000000029104
1468,PSC,0.01599999999598367
1468,GEN,12.972999999998137
1468,CEM,0.23599999999714782
1469,MAH,0.017000000003463356
1469,PSC,0.01599999999962165
1469,GEN,24.30500000000029
1469,CEM,0.21600000000034925
1470,MAH,0.01999999999679858
1470,PSC,0.016999999999825377
1470,GEN,11.063999999998487
1470,CEM,0.2319999999999709
1471,MAH,0.020000000000436557
1471,PSC,0.01599999999598367
1471,GEN,9.114000000001397
1471,CEM,0.22299999999813735
1472,MAH,0.01900000000023283
1472,PSC,0.01599999999962165
1472,GEN,14.307000000000698
1472,CEM,0.22100000000136788
1473,MAH,0.01900000000023283
1473,PSC,0.017000000003463356
1473,GEN,13.794000000001688
1473,CEM,0.23300000000017462
1474,MAH,0.024999999997817213
1474,PSC,0.018000000000029104
1474,GEN,9.401000000001659
1474,CEM,0.23300000000017462
1475,MAH,0.018999999996594852
1475,PSC,0.016999999996187398
1475,GEN,28.465000000000146
1475,CEM,0.2570000000014261
1476,MAH,0.018999999996594852
1476,PSC,0.01599999999962165
1476,GEN,14.184000000001106
1476,CEM,0.22100000000136788
1477,MAH,0.01599999999962165
1477,PSC,0.014999999999417923
1477,GEN,18.397000000000844
1477,CEM,0.22599999999874854
1478,MAH,0.01900000000023283
1478,PSC,0.01599999999962165
1478,GEN,21.6349999999984
1478,CEM,0.2250000000021828
1479,MAH,0.01599999999962165
1479,PSC,0.01599999999962165
1479,GEN,14.958999999998923
1479,CEM,0.21999999999752617
1480,MAH,0.021999999997206032
1480,PSC,0.01599999999962165
1480,GEN,26.113000000001193
1480,CEM,0.2669999999998254
1481,MAH,0.016999999999825377
1481,PSC,0.014999999999417923
1481,GEN,8.747999999999593
1481,CEM,0.22599999999874854
1482,MAH,0.016999999999825377
1482,PSC,0.014999999999417923
1482,GEN,14.863000000001193
1482,CEM,0.2139999999999418
1483,MAH,0.016999999999825377
1483,PSC,0.01600000000325963
1483,GEN,16.041000000001077
1483,CEM,0.22299999999813735
1484,MAH,0.01900000000023283
1484,PSC,0.01600000000325963
1484,GEN,16.352999999999156
